"","Text","Cluster"
"343","THE_ADVENTURES_OF_SHERLOCK_HOLMES_Q392147","Cluster 4"
"344","THE_ALTAR_OF_THE_DEAD_Q7713242","Cluster 4"
"345","THE_AMBASSADORS_Q650571","Cluster 2"
"346","THE_AMERICAN_Q3080503","Cluster 4"
"347","THE_ANTI-PAMELA_Q7713932","Cluster 2"
"348","THE_ANTIQUARY_Q1157183","Cluster 2"
"349","THE_ASPERN_PAPERS_Q2362409","Cluster 4"
"350","THE_AUTOBIOGRAPHY_OF_MARK_RUTHERFORD_noWikiID","Cluster 4"
"351","THE_AWKWARD_AGE_noWikiID","Cluster 3"
"352","THE_AYRSHIRE_LEGATEES_noWikiID","Cluster 4"
"353","THE_BATTLE_OF_DORKING_Q7715857","Cluster 4"
"354","THE_BATTLE_OF_THE_BOOKS_Q7715895","Cluster 3"
"355","THE_BEACH_OF_FALESA_Q7715970","Cluster 3"
"356","THE_BEETLE_(NOVEL)_Q7716299","Cluster 4"
"357","THE_BETH_BOOK_noWikiID","Cluster 1"
"358","THE_BICKERSTAFF_PAPERS_noWikiID","Cluster 4"
"359","THE_BLACK_ARROW_noWikiID","Cluster 2"
"360","THE_BLACK_DWARF_noWikiID","Cluster 3"
"361","THE_BLACK_PROPHET_noWikiID","Cluster 3"
"362","THE_BRIDE_OF_LAMMERMOOR_Q2659725","Cluster 2"
"363","THE_BRITISH_BARBARIANS_noWikiID","Cluster 4"
"364","THE_BROWNIE_OF_BODSBECK_Q96408508","Cluster 2"
"365","THE_CANTERVILLE_GHOST_Q288020","Cluster 4"
"366","THE_CARVED_LIONS_Q7721468","Cluster 4"
"367","THE_CASTLE_OF_OTRANTO_Q548576","Cluster 4"
"368","THE_CASTLE_OF_WOLFENBACH_Q3520218","Cluster 2"
"369","THE_CASTLES_OF_ATHLIN_AND_DUNBAYNE_Q7721600","Cluster 4"
"370","THE_CAXTONS_Q16385244","Cluster 4"
"371","THE_CHANGELING_noWikiID","Cluster 2"
"372","THE_CHANNINGS_(NOVEL)_Q7722115","Cluster 4"
"373","THE_CHILDREN_OF_THE_ABBEY_Q7722505","Cluster 1"
"374","THE_CHILDREN_OF_THE_NEW_FOREST_Q7722508","Cluster 3"
"375","THE_CHIMES_Q3828573","Cluster 4"
"376","THE_CLAYHANGER_noWikiID","Cluster 2"
"377","THE_CLEVER_WOMAN_OF_THE_FAMILY_noWikiID","Cluster 3"
"378","THE_CLOISTER_AND_THE_HEARTH_Q7723455","Cluster 4"
"379","THE_COMING_OF_CUCULAIN_noWikiID","Cluster 4"
"380","THE_CONFESSIONS_OF_HARRY_LORREQUER_noWikiID","Cluster 4"
"381","THE_CONSOLIDATOR_Q60753482","Cluster 3"
"382","THE_COUNTRY_OF_THE_BLIND_Q823691","Cluster 4"
"383","THE_CRICKET_ON_THE_HEARTH_Q825220","Cluster 4"
"384","THE_CROWN_OF_SUCCESS_noWikiID","Cluster 4"
"385","THE_DARK_FLOWER_noWikiID","Cluster 4"
"386","THE_DAYS_OF_AULD_LANGSYNE_noWikiID","Cluster 4"
"387","THE_DEAD_SECRET_Q16934313","Cluster 2"
"388","THE_DEMI-GODS_noWikiID","Cluster 4"
"389","THE_DOCTOR'S_WIFE_(MOORE_NOVEL)_Q7730467","Cluster 3"
"390","THE_DUKE'S_CHILDREN_Q7731161","Cluster 1"
"391","THE_EBB-TIDE_Q4674957","Cluster 2"
"392","THE_EGOIST_(NOVEL)_Q7731638","Cluster 4"
"393","THE_EMIGRANTS_OF_AHADARRA_noWikiID","Cluster 3"
"394","THE_ENCHANTED_CASTLE_Q2920166","Cluster 2"
"395","THE_ENTAIL_noWikiID","Cluster 3"
"396","THE_EUSTACE_DIAMONDS_Q7732627","Cluster 1"
"397","THE_EVIL_GUEST_noWikiID","Cluster 4"
"398","THE_EXECUTOR_noWikiID","Cluster 4"
"399","THE_EXPEDITION_OF_HUMPHRY_CLINKER_Q3203413","Cluster 2"
"400","THE_EXPERIENCES_OF_LOVEDAY_BROOKE,_LADY_DETECTIVE_noWikiID","Cluster 4"
"401","THE_FAIR_JILT_Q18393398","Cluster 4"
"402","THE_FAIR_MAID_OF_PERTH_Q3209885","Cluster 2"
"403","THE_FAIRCHILD_FAMILY_noWikiID","Cluster 3"
"404","THE_FALLEN_LEAVES_(BOOK)_Q85807134","Cluster 3"
"405","THE_FATHER_AND_DAUGHTER_Q65052285","Cluster 4"
"406","THE_FEMALE_QUIXOTE_Q1404172","Cluster 3"
"407","THE_FIDDLER_OF_THE_REELS_Q2288667","Cluster 4"
"408","THE_FIGURE_IN_THE_CARPET_Q3224800","Cluster 4"
"409","THE_FIRST_MEN_IN_THE_MOON_Q1218232","Cluster 2"
"410","THE_FIXED_PERIOD_Q7734312","Cluster 4"
"411","THE_FOOD_OF_THE_GODS_AND_HOW_IT_CAME_TO_EARTH_Q1215802","Cluster 2"
"412","THE_FOOL_OF_QUALITY_Q7734703","Cluster 4"
"413","THE_FORSYTE_SAGA_Q735319","Cluster 1"
"414","THE_FORTUNES_OF_NIGEL_Q3230799","Cluster 1"
"415","THE_FROZEN_DEEP_Q7735382","Cluster 4"
"416","THE_GENTLEMAN_noWikiID","Cluster 2"
"417","THE_GOLDEN_AGE_noWikiID","Cluster 4"
"418","THE_GOLDEN_BOWL_Q1248585","Cluster 2"
"419","THE_GORILLA_HUNTERS_Q17015740","Cluster 4"
"420","THE_GOVERNESS;_OR,_THE_LITTLE_FEMALE_ACADEMY_Q7737400","Cluster 4"
"421","THE_GREAT_GOD_PAN_Q1394704","Cluster 4"
"422","THE_GREAT_TABOO_noWikiID","Cluster 3"
"423","THE_GREAT_WAR_IN_ENGLAND_IN_1897_Q7737983","Cluster 4"
"424","THE_HAPPY_PRINCE_AND_OTHER_TALES_Q797466","Cluster 4"
"425","THE_HAUNTED_HOUSE_Q6073289","Cluster 4"
"426","THE_HAUNTED_MAN_AND_THE_GHOST'S_BARGAIN_Q3795070","Cluster 4"
"427","THE_HEART_OF_MIDLOTHIAN_Q2091094","Cluster 1"
"428","THE_HEAVENLY_TWINS_noWikiID","Cluster 1"
"429","THE_HEIR_OF_REDCLYFFE_Q7739314","Cluster 2"
"430","THE_HERO_noWikiID","Cluster 3"
"431","THE_HEROINE_noWikiID","Cluster 4"
"432","THE_HILL_noWikiID","Cluster 4"
"433","THE_HILL_OF_DREAMS_Q1394147","Cluster 4"
"434","THE_HISTORY_AND_REMARKABLE_LIFE_OF_THE_TRULY_HONOURABLE_COL_noWikiID","Cluster 3"
"435","THE_HISTORY_OF_EMILY_MONTAGUE_Q42191035","Cluster 4"
"436","THE_HISTORY_OF_JACK_CONNOR_noWikiID","Cluster 3"
"437","THE_HISTORY_OF_LITTLE_GOODY_TWO-SHOES_Q12060236","Cluster 4"
"438","THE_HISTORY_OF_MISS_BETSY_THOUGHTLESS_noWikiID","Cluster 1"
"439","THE_HISTORY_OF_MR_POLLY_Q2507552","Cluster 3"
"440","THE_HISTORY_OF_RASSELAS,_PRINCE_OF_ABYSSINIA_Q3419875","Cluster 4"
"441","THE_HISTORY_OF_SANDFORD_AND_MERTON_Q7739806","Cluster 2"
"442","THE_HISTORY_OF_SIR_CHARLES_GRANDISON_Q3521260","Cluster 1"
"443","THE_HISTORY_OF_THE_COUNTESS_OF_DELLWYN_Q19902681","Cluster 4"
"444","THE_HISTORY_OF_THE_FAIRCHILD_FAMILY_Q7739822","Cluster 1"
"445","THE_HISTORY_OF_THE_NUN_Q7739821","Cluster 4"
"446","THE_HISTORY_OF_TOM_JONES,_A_FOUNDLING_Q248096","Cluster 2"
"447","THE_HORRORS_OF_OAKENDALE_ABBEY_Q7740333","Cluster 4"
"448","THE_HOUND_OF_THE_BASKERVILLES_Q45192","Cluster 4"
"449","THE_HOUSE_BY_THE_CHURCHYARD_Q4165605","Cluster 4"
"450","THE_HOUSE_ON_THE_BORDERLAND_Q740473","Cluster 3"
"451","THE_HOUSE_WITH_THE_GREEN_SHUTTERS_Q7740720","Cluster 2"
"452","THE_INHERITORS_(CONRAD_AND_FORD_NOVEL)_Q7742035","Cluster 3"
"453","THE_INTERESTING_NARRATIVE_OF_THE_LIFE_OF_OLAUDAH_EQUIANO_Q7742270","Cluster 3"
"454","THE_INTERPRETERS_noWikiID","Cluster 4"
"455","THE_INVISIBLE_MAN_Q1539509","Cluster 4"
"456","THE_ISLAND_OF_DOCTOR_MOREAU_Q718268","Cluster 3"
"457","THE_ITALIAN_(RADCLIFFE_NOVEL)_Q3204370","Cluster 3"
"458","THE_JOLLY_CORNER_Q15240001","Cluster 4"
"459","THE_JUNGLE_BOOK_Q189509","Cluster 3"
"460","THE_KELLYS_AND_THE_O'KELLYS_Q7744082","Cluster 3"
"461","THE_KING'S_OWN_noWikiID","Cluster 2"
"462","THE_KING_AND_QUEEN_OF_HEARTS_noWikiID","Cluster 2"
"463","THE_KING_OF_THE_PIRATES_noWikiID","Cluster 4"
"464","THE_LANCASHIRE_WITCHES_Q7745322","Cluster 3"
"465","THE_LAND_IRONCLADS_Q7745355","Cluster 4"
"466","THE_LANDLEAGUERS_noWikiID","Cluster 3"
"467","THE_LAST_DAYS_OF_POMPEII_Q1218985","Cluster 3"
"468","THE_LAST_MAN_noWikiID","Cluster 3"
"469","THE_LAW_AND_THE_LADY_(NOVEL)_Q3480742","Cluster 2"
"470","THE_LIFE_AND_OPINIONS_OF_TRISTRAM_SHANDY_GENTLEMAN_Q1164083","Cluster 4"
"471","THE_LIFE_OF_HARRIOT_STUART_noWikiID","Cluster 3"
"472","THE_LIFE_OF_JOHN_BUNCLE_noWikiID","Cluster 3"
"473","THE_LIFTED_VEIL_(NOVELLA)_Q6763446","Cluster 4"
"474","THE_LIGHTHOUSE_noWikiID","Cluster 4"
"475","THE_LITTLE_MINISTER_noWikiID","Cluster 2"
"476","THE_LONGEST_JOURNEY_Q15999894","Cluster 2"
"477","THE_LOUGH_DERG_PILGRIM_noWikiID","Cluster 4"
"478","THE_LUCK_OF_BARRY_LYNDON_Q2124771","Cluster 4"
"479","THE_MACDERMOTS_OF_BALLYCORAN_noWikiID","Cluster 3"
"480","THE_MAN_noWikiID","Cluster 3"
"481","THE_MAN_OF_FEELING_Q7750109","Cluster 4"
"482","THE_MAN_WHO_COULD_WORK_MIRACLES_(SHORT_STORY)_Q7749926","Cluster 4"
"483","THE_MAN_WHO_WAS_THURSDAY_Q959816","Cluster 4"
"484","THE_MAN_WHO_WOULD_BE_KING_Q1129936","Cluster 4"
"485","THE_MANXMAN_noWikiID","Cluster 3"
"486","THE_MARTIAN_noWikiID","Cluster 3"
"487","THE_MASTER_OF_BALLANTRAE_Q2615930","Cluster 4"
"488","THE_MAYOR_OF_CASTERBRIDGE_Q2343169","Cluster 3"
"489","THE_MEMOIRS_OF_MISS_SIDNEY_BIDULPH_Q124661412","Cluster 1"
"490","THE_MERCENARY_LOVER_noWikiID","Cluster 4"
"491","THE_MILL_ON_THE_FLOSS_Q1215018","Cluster 2"
"492","THE_MIRROR_OF_THE_SEA_noWikiID","Cluster 3"
"493","THE_MISFORTUNES_OF_ELPHIN_Q7751712","Cluster 4"
"494","THE_MONASTERY_Q3224650","Cluster 1"
"495","THE_MONK_Q2659564","Cluster 2"
"496","THE_MOONSTONE_Q2362563","Cluster 3"
"497","THE_MUMMER'S_WIFE_Q42186018","Cluster 2"
"498","THE_MURDERED_COUSIN_noWikiID","Cluster 4"
"499","THE_MYSTERIES_OF_LONDON_Q7752831","Cluster 4"
"500","THE_MYSTERIES_OF_UDOLPHO_Q2600909","Cluster 2"
"501","THE_MYSTERY_OF_A_HANSOM_CAB_noWikiID","Cluster 4"
"502","THE_MYSTERY_OF_EDWIN_DROOD_Q1168105","Cluster 4"
"503","THE_NETHER_WORLD_Q7753436","Cluster 2"
"504","THE_NEW_ACCELERATOR_Q7753474","Cluster 4"
"505","THE_NEW_MACHIAVELLI_Q10381652","Cluster 2"
"506","THE_NEW_MAGDALEN_noWikiID","Cluster 4"
"507","THE_NEW_ROAD_noWikiID","Cluster 3"
"508","THE_NEWCOMES_Q3522018","Cluster 3"
"509","THE_NIGGER_OF_THE_NARCISSUS_Q478537","Cluster 3"
"510","THE_NOTTING_HILL_MYSTERY_Q7754437","Cluster 4"
"511","THE_O'DONOGHUE_noWikiID","Cluster 4"
"512","THE_ODD_WOMEN_Q7754692","Cluster 2"
"513","THE_OLD_CURIOSITY_SHOP_Q2700616","Cluster 2"
"514","THE_OLD_ENGLISH_BARON_Q3796165","Cluster 4"
"515","THE_OLD_MANOR_HOUSE_Q96409526","Cluster 1"
"516","THE_OLD_WIVES'_TALE_noWikiID","Cluster 2"
"517","THE_ORDEAL_OF_RICHARD_FEVEREL_Q14476502","Cluster 4"
"518","THE_OUTCAST_noWikiID","Cluster 4"
"519","THE_PARASITE_Q5295669","Cluster 4"
"520","THE_PARENT'S_ASSISTANT_Q3522169","Cluster 4"
"521","THE_PERILS_OF_CERTAIN_ENGLISH_PRISONERS_noWikiID","Cluster 4"
"522","THE_PHOENIX_AND_THE_CARPET_Q3795974","Cluster 2"
"523","THE_PICKWICK_PAPERS_Q460583","Cluster 2"
"524","THE_PICTURE_OF_DORIAN_GRAY_Q82464","Cluster 4"
"525","THE_PIRATE_(NOVEL)_Q3225628","Cluster 4"
"526","THE_POINT_OF_VIEW_noWikiID","Cluster 4"
"527","THE_PORTRAIT_OF_A_LADY_Q861017","Cluster 1"
"528","THE_PORTRAIT_OF_MR._W._H._noWikiID","Cluster 4"
"529","THE_PRIME_MINISTER_noWikiID","Cluster 1"
"530","THE_PRINCESS_AND_THE_GOBLIN_Q466505","Cluster 3"
"531","THE_PRINCESS_CASAMASSIMA_Q3211932","Cluster 2"
"532","THE_PRIVATE_MEMOIRS_AND_CONFESSIONS_OF_A_JUSTIFIED_SINNER_Q2992437","Cluster 4"
"533","THE_PRIVATE_PAPERS_OF_HENRY_RYECROFT_Q17027661","Cluster 4"
"534","THE_PROFESSOR_(NOVEL)_Q762203","Cluster 4"
"535","THE_PROVOST_noWikiID","Cluster 4"
"536","THE_PURCELL_PAPERS_Q7758781","Cluster 4"
"537","THE_QUADROON_noWikiID","Cluster 3"
"538","THE_QUIET_HEART_noWikiID","Cluster 4"
"539","THE_RAGGED-TROUSERED_PHILANTHROPISTS_Q7759270","Cluster 4"
"540","THE_REAL_CHARLOTTE_noWikiID","Cluster 3"
"541","THE_RECOLLECTIONS_OF_GEOFFREY_HAMLYN_Q121356927","Cluster 3"
"542","THE_REFORM'D_COQUET_Q7760024","Cluster 2"
"543","THE_RETURN_OF_THE_NATIVE_Q141568","Cluster 3"
"544","THE_REVOLUTION_IN_TANNER'S_LANE_noWikiID","Cluster 4"
"545","THE_RIDDLE_OF_THE_SANDS_Q1170204","Cluster 3"
"546","THE_ROMANCE_OF_A_SHOP_Q17019147","Cluster 4"
"547","THE_ROMANCE_OF_THE_FOREST_Q3406503","Cluster 2"
"548","THE_ROMANY_RYE_Q7761435","Cluster 4"
"549","THE_ROSARY_noWikiID","Cluster 4"
"550","THE_ROSE_AND_THE_RING_Q7761552","Cluster 4"
"551","THE_SCOTTISH_CHIEFS_noWikiID","Cluster 4"
"552","THE_SEAFARER_noWikiID","Cluster 4"
"553","THE_SECOND_JUNGLE_BOOK_Q1101819","Cluster 3"
"554","THE_SECRET_AGENT_Q1247666","Cluster 4"
"555","THE_SECRET_GARDEN_Q472194","Cluster 2"
"556","THE_SECRET_ROSE_noWikiID","Cluster 3"
"557","THE_SETTLERS_IN_CANADA_Q7763415","Cluster 4"
"558","THE_SHADOW_OF_A_CRIME_1885_noWikiID","Cluster 4"
"559","THE_SHADOW_OF_ASHLYDYAT_noWikiID","Cluster 1"
"560","THE_SIGNAL-MAN_Q1002362","Cluster 4"
"561","THE_SILVERADO_SQUATTERS_noWikiID","Cluster 4"
"562","THE_SLEEPER_AWAKES_Q650949","Cluster 2"
"563","THE_SMALL_HOUSE_AT_ALLINGTON_Q7764868","Cluster 1"
"564","THE_SORROWS_OF_SATAN_Q13424700","Cluster 4"
"565","THE_SPOILS_OF_POYNTON_Q3809486","Cluster 3"
"566","THE_STICKIT_MINISTER_noWikiID","Cluster 3"
"567","THE_STORY_OF_A_MODERN_WOMAN_Q7766819","Cluster 4"
"568","THE_STORY_OF_MY_HEART_Q7766776","Cluster 4"
"569","THE_STORY_OF_THE_AMULET_Q7766831","Cluster 3"
"570","THE_STORY_OF_THE_TREASURE_SEEKERS_Q7766848","Cluster 4"
"571","THE_STRING_OF_PEARLS_Q7767037","Cluster 1"
"572","THE_TAILOR_OF_GLOUCESTER_noWikiID","Cluster 3"
"573","THE_TALE_OF_MR_JEREMY_FISHER_noWikiID","Cluster 4"
"574","THE_TALE_OF_PETER_RABBIT_Q580463","Cluster 4"
"575","THE_TALISMAN_(SCOTT_NOVEL)_Q952340","Cluster 3"
"576","THE_TENANT_OF_WILDFELL_HALL_Q44701","Cluster 1"
"577","THE_TENANTS_OF_MALORY_noWikiID","Cluster 3"
"578","THE_THORN_IN_THE_FLESH_noWikiID","Cluster 4"
"579","THE_THREE_BROTHERS_noWikiID","Cluster 4"
"580","THE_THREE_MIDSHIPMEN_noWikiID","Cluster 3"
"581","THE_THREE_PERILS_OF_MAN_Q96409659","Cluster 2"
"582","THE_TIME_MACHINE_Q627333","Cluster 3"
"583","THE_TITHE_PROCTOR_noWikiID","Cluster 3"
"584","THE_TOWER_OF_LONDON_(NOVEL)_Q2414713","Cluster 4"
"585","THE_TRAIL_OF_THE_SERPENT_Q24971199","Cluster 4"
"586","THE_TRIUMPH_OF_PRUDENCE_OVER_PASSION_noWikiID","Cluster 4"
"587","THE_TRUMPET_noWikiID","Cluster 2"
"588","THE_TURN_OF_THE_SCREW_Q625923","Cluster 4"
"589","THE_UNCLASSED_Q7771311","Cluster 1"
"590","THE_UNTILLED_FIELD_noWikiID","Cluster 4"
"591","THE_VAMPYRE_Q509070","Cluster 4"
"592","THE_VICAR_OF_WAKEFIELD_Q1196205","Cluster 2"
"593","THE_VICAR_OF_WREXHILL_noWikiID","Cluster 2"
"594","THE_VILLAGE_IN_THE_JUNGLE_Q19902832","Cluster 4"
"595","THE_VIRGINIANS_Q7772832","Cluster 3"
"596","THE_WAR_IN_THE_AIR_Q964055","Cluster 2"
"597","THE_WARDEN_Q3818437","Cluster 4"
"598","THE_WATER-BABIES_A_FAIRY_TALE_FOR_A_LAND_BABY_Q14914646","Cluster 3"
"599","THE_WAY_OF_ALL_FLESH_Q255074","Cluster 3"
"600","THE_WAY_WE_LIVE_NOW_Q7773866","Cluster 1"
"601","THE_WELL-BELOVED_Q2906193","Cluster 4"
"602","THE_WELL_AT_THE_WORLD'S_END_Q2384134","Cluster 2"
"603","THE_WHIRLPOOL_noWikiID","Cluster 4"
"604","THE_WHITE_COMPANY_noWikiID","Cluster 2"
"605","THE_WHITE_PEACOCK_Q7774542","Cluster 3"
"606","THE_WHITE_ROOM_noWikiID","Cluster 4"
"607","THE_WIDOW_BARNABY_noWikiID","Cluster 1"
"608","THE_WILD_IRISH_GIRL_Q7774872","Cluster 3"
"609","THE_WIND_IN_THE_WILLOWS_Q936276","Cluster 4"
"610","THE_WINGS_OF_A_DOVE_Q1557588","Cluster 2"
"611","THE_WOMAN_IN_WHITE_(NOVEL)_Q1212672","Cluster 2"
"612","THE_WOODLANDERS_Q2254480","Cluster 3"
"613","THE_WORLD_SET_FREE_Q5051290","Cluster 3"
"614","THE_WOULDBEGOODS_noWikiID","Cluster 3"
"615","THE_WRECKER_Q2753955","Cluster 4"
"616","THE_YOUNG_BUGLERS_noWikiID","Cluster 4"
"617","THE_YOUNG_FUR_TRADERS_noWikiID","Cluster 3"
"618","THREE_WEEKS_noWikiID","Cluster 4"
"619","THROUGH_THE_LOOKING-GLASS_Q220331","Cluster 3"
"620","THYRZA_noWikiID","Cluster 2"
"621","TIME_AND_THE_GODS_Q7805268","Cluster 4"
"622","TOM_BROWN'S_SCHOOL_DAYS_Q7815084","Cluster 4"
"623","TOMMY_AND_GRIZEL_Q124090899","Cluster 4"
"624","TONO-BUNGAY_Q1535422","Cluster 3"
"625","TREASURE_ISLAND_Q185118","Cluster 4"
"626","TRILBY_(NOVEL)_Q1691967","Cluster 3"
"627","TWO_LITTLE_SAVAGES_noWikiID","Cluster 4"
"628","TYPHOON_Q1329329","Cluster 4"
"629","UNCLE_SILAS_Q3835925","Cluster 4"
"630","UNDER_THE_GREENWOOD_TREE_Q2251594","Cluster 4"
"631","UNDER_WESTERN_EYES_(NOVEL)_Q3685905","Cluster 3"
"632","UNKNOWN_TO_HISTORY_noWikiID","Cluster 4"
"633","VALPERGA_noWikiID","Cluster 2"
"634","VANITY_FAIR_(NOVEL)_Q612836","Cluster 4"
"635","VARNEY_THE_VAMPIRE_Q1987925","Cluster 2"
"636","VATHEK_Q54548","Cluster 4"
"637","VERTUE_REWARDED_Q104811485","Cluster 4"
"638","VILLETTE_(NOVEL)_Q2449570","Cluster 3"
"639","VIVIAN_GREY_Q7937713","Cluster 3"
"640","VRIL_Q510699","Cluster 3"
"641","WAVERLEY_Q678251","Cluster 1"
"642","WAYFARERS_noWikiID","Cluster 4"
"643","WEIR_OF_HERMISTON_Q1213386","Cluster 3"
"644","WESTWARD_HO_noWikiID","Cluster 3"
"645","WET_MAGIC_noWikiID","Cluster 3"
"646","WHAT_MAISIE_KNEW_Q2943614","Cluster 3"
"647","WILD_ANIMALS_I_HAVE_KNOWN_Q8000500","Cluster 4"
"648","WILLING_TO_DIE_noWikiID","Cluster 2"
"649","WINTER_EVENING_TALES_Q96415343","Cluster 4"
"650","WITH_THE_NIGHT_MAIL_noWikiID","Cluster 4"
"651","WIVES_AND_DAUGHTERS_Q2453239","Cluster 1"
"652","WUTHERING_HEIGHTS_Q202975","Cluster 4"
"653","YEAST_noWikiID","Cluster 2"
"654","ZASTROZZI_Q8067086","Cluster 4"
"655","ZOE_noWikiID","Cluster 4"
"656","ZULEIKA_DOBSON_Q8075113","Cluster 4"
