"","ID","canonisation_score","avg_differences","lang","wikiname","variations","author","author_firstname","wikiID","freq","repo_title","repoID","pub_year","genre","text_source"
"56","DIE_VERSUCHUNG_DES_PESCARA_Q1217221",0.372234887656701,0.159185906608696,"GER","DIE_VERSUCHUNG_DES_PESCARA","['Die Versuchung des Pescara', 'Oie Versuchung des Pescara', 'Die Versuchung des Peseara']","Meyer","Conrad Ferdinand","Q1217221",8,"Die Versuchung des Pescara","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Meyer_Conrad_Ferdinand_Die_Versuchung_des_Pescara.xml",1887,"narration","textgrid"
"57","DIE_WAHLVERWANDTSCHAFTEN_Q951198",0.33800545810469,0.148433825565217,"GER","DIE_WAHLVERWANDTSCHAFTEN","['Wahlverwandtschaften', 'Wahlverwandtschaft', 'Die Wahlverwandtschaften']","Goethe","Johann Wolfgang von","Q951198",6,"Die Wahlverwandtschaften","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Goethe_Johann_Wolfgang_Die_Wahlverwandtschaften.xml",1809,"([], ['novel'])","textgrid"
"58","EFFI_BRIEST_Q1296168",0.848215508034503,0.101313901130435,"GER","EFFI_BRIEST","['Effi Briest']","Fontane","Theodor","Q1296168",38,"","../../fontane/effi/effi.html",1895,"(['novela naturalista', 'social novel'], ['novel'])","Gutenberg-DE"
"59","EIN_BRIEF_(HOFMANNSTHAL)_Q1304342",0.144732511897424,0.3283357724,"GER","EIN_BRIEF_(HOFMANNSTHAL)","['Ein Brief', 'Ein Brief""', 'Chandos-Brief', 'Brief des Lord Chandos']","Hofmannsthal","Hugo von","Q1304342",15,"Ein Brief","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Hofmannsthal_Hugo_von_Ein_Brief.xml",1902,"(['essay'], [])","textgrid"
"60","EIN_KAMPF_UM_ROM_Q636812",0.0367536016133564,0.106729714521739,"GER","EIN_KAMPF_UM_ROM","['Ein Kampf um Rom']","Dahn","Felix","Q636812",9,"Ein Kampf um Rom","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Dahn_Felix_Ein_Kampf_um_Rom.xml",1876,"(['young adult fiction', 'historical fiction'], ['novel'])","textgrid"
"61","EKKEHARD_noWikiID",0.0275134422375932,0.130094337130435,"GER","EKKEHARD","['Ekkehard']","Scheffel","Joseph Viktor von","noWikiID",5,"Ekkehard","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Scheffel_Joseph_Viktor_von_Ekkehard.xml",1855,"novel","textgrid"
"62","ELISA_ODER_DAS_WEIB_WIE_ES_SEYN_SOLLTE_noWikiID",0.0205467828522686,0.213230382521739,"GER","ELISA_ODER_DAS_WEIB_WIE_ES_SEYN_SOLLTE","['Elisa oder das Weib wie es seyn sollte']","Wobeser","Karoline von","noWikiID",1,"Elisa oder das Weib wie es seyn sollte","/Lesesaal/N/9781483938707",1795,"novel","zeno"
"63","FLORENTIN_noWikiID",0.291000461924749,0.102505453217391,"GER","FLORENTIN","['Florentin']","Schlegel","Dorothea","noWikiID",17,"Florentin","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schlegel_Dorothea_Florentin.xml",1801,"novel","textgrid"
"64","FRANZ_STERNBALDS_WANDERUNGEN_Q1449176",0.725697489186951,0.0890098369565217,"GER","FRANZ_STERNBALDS_WANDERUNGEN","['Franz Sternbalds Wanderungen', 'Sternbald', 'Franz Sternbalds Wanderungen 1798', 'Franz Sternbald']","Tieck","Ludwig","Q1449176",28,"Franz Sternbalds","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Tieck_Ludwig_Franz_Sternbalds.xml",1798,"([], ['novel'])","textgrid"
"65","FRAU_BEATE_UND_IHR_SOHN_Q1451452",0.0741722353260478,0.146021605652174,"GER","FRAU_BEATE_UND_IHR_SOHN","['Frau Beate und ihr Sohn']","Schnitzler","Arthur","Q1451452",5,"Frau Beate und ihr Sohn","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schnitzler_Arthur_Frau_Beate_und_ihr_Sohn.xml",1913,"narration","textgrid"
"66","FRAU_JENNY_TREIBEL_Q351933",0.481513882543301,0.162505397652174,"GER","FRAU_JENNY_TREIBEL","['Frau Jenny Treibel', 'Frau Jenny Treibel-Romans', 'Frau jenny Treibel', 'Frau Jenny Treibe']","Fontane","Theodor","Q351933",14,"Frau Jenny Treibel","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Fontane_Theodor_Frau_Jenny_Treibel.xml",1892,"([], ['novel'])","textgrid"
"67","GABRIELE_noWikiID",0.0205467828522686,0.136672145217391,"GER","GABRIELE","['Gabriele']","Schopenhauer","Johanna","noWikiID",1,"Gabriele","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schopenhauer_Johanna_Gabriele.xml",1819,"novel","textgrid"
"68","GESCHICHTE_DES_AGATHON_Q1517277",0.948685656615469,0.151469107826087,"GER","GESCHICHTE_DES_AGATHON","['Geschichte des Agathon', 'Agathon']","Wieland","Christoph Martin","Q1517277",54,"Geschichte des  Agathon","../../wieland/agathon/agathon.html",1766,"([], ['novel'])","Gutenberg-DE"
"69","GODWI_Q1533941",0.164245491888855,0.090625296347826,"GER","GODWI","['Godwi oder Das steinerne Bild der Mutter', 'Godwi', ""Aus mÃ¼ndlicher Ueberlieferung in Maria's Godwi""]","Brentano","Clemes","Q1533941",17,"Godwi","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Brentano_Clemens_Godwi.xml",1801,"(['epistolary novel'], ['novel'])","textgrid"
"70","GRETE_MINDE_noWikiID",0.289764790109877,0.224656696086957,"GER","GRETE_MINDE","['Grete Minde']","Fontane","Theodor","noWikiID",3,"Grete Minde","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Fontane_Theodor_Grete_Minde.xml",1880,"","textgrid"
"71","HANS_UND_HEINZ_KIRCH_Q1489200",0.389868771519071,0.173314949008696,"GER","HANS_UND_HEINZ_KIRCH","['Hans und Heinz Kirch']","Storm","Theodor","Q1489200",9,"","../../storm/kirch/kirch.html",1881,"([], ['novella'])","Gutenberg-DE"
"72","HASTENBECK_noWikiID",0.0560723413501725,0.240383636521739,"GER","HASTENBECK","['Hastenbeck']","Raabe","Wilhelm","noWikiID",1,"Hastenbeck","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Hastenbeck.xml",1898,"narrative","textgrid"
"73","HEINRICH_VON_OFTERDINGEN_Q58178849",0.921899833474736,0.140009335565217,"GER","HEINRICH_VON_OFTERDINGEN","['Heinrich von Ofterdingen', 'Heinrichs von Ofterdingen']","Novalis","Heinrich","Q58178849",48,"Heinrich von Ofterdingen","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Novalis_Heinrich_von_Ofterdingen.xml",1802,"(['novel'], ['novel'])","textgrid"
"74","HESPERUS_ODER_45_HUNDPOSTTAGE_Q1527881",0.0975111340573339,0.0934667781739131,"GER","HESPERUS_ODER_45_HUNDPOSTTAGE","['Hesperus']","Paul","Jean","Q1527881",9,"","../../jeanpaul/hesperus/hesperus.html",1795,"(['novel'], ['novel'])","Gutenberg-DE"
"75","IMMENSEE_noWikiID",0.462879594039226,0.148530737913043,"GER","IMMENSEE","['Immensee']","Storm","Theodor","noWikiID",13,"Immensee","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Immensee.xml",1850,"","textgrid"
"76","JENNY_noWikiID",0.0237824899093644,0.152444517652174,"GER","JENNY","['Jenny']","Lewald","Fanny","noWikiID",3,"Jenny","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Lewald_Fanny_Jenny.xml",1843,"","textgrid"
"77","KREISLERIANA_noWikiID",0.321481356814517,0.184889841913043,"GER","KREISLERIANA","['Kreisleriana']","Hoffmann","E. T. A","noWikiID",5,"Kreisleriana","../../Hoffmann/kreisler/kreisler.html",1814,"collection of stories","Gutenberg-DE"
"78","LEBENS-ANSICHTEN_DES_KATERS_MURR_Q1314475",0.425970768854918,0.105351428173913,"GER","LEBENS-ANSICHTEN_DES_KATERS_MURR","['Kater Murr', 'Lebens-Ansichten des Katers Murr']","Hoffmann","E. T. A","Q1314475",11,"Lebensansichten des Katers Murr","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Hoffmann_E._T._A._Lebensansichten_des_Katers_Murr.xml",1820,"(['fantasy'], ['novel'])","textgrid"
"79","LEUTNANT_GUSTL_Q1821658",0.462879594039226,0.183782476521739,"GER","LEUTNANT_GUSTL","['Lieutnant Gustl', 'Leutnant Gustl', 'Lieutenant Gustl']","Schnitzler","Arthur","Q1821658",13,"Leutnant Gustl","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schnitzler_Arthur_Leutnant_Gustl.xml",1900,"([], ['novella'])","textgrid"
"80","LICHTENSTEIN_noWikiID",0.274620702296579,0.117159145304348,"GER","LICHTENSTEIN","['Lichtenstein']","Hauff","Wilhelm","noWikiID",2,"Lichtenstein","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Hauff_Wilhelm_Lichtenstein.xml",1826,"","textgrid"
"81","LUCINDE_Q1873464",0.646802287618677,0.157005282434783,"GER","LUCINDE","['Lucinde']","Schegel","Friedrich","Q1873464",37,"","../../schleglf/lucinde/lucinde.html",1799,"([], ['novel'])","Gutenberg-DE"
"82","LYDIA_noWikiID",0.0221068485323305,0.130708148521739,"GER","LYDIA","['Lydia']","Aston","Louise","noWikiID",2,"Lydia","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Aston_Louise_Lydia.xml",1848,"novel","textgrid"
"83","MALER_NOLTEN_Q1752673",0.0741722353260478,0.121132711478261,"GER","MALER_NOLTEN","['Maler Nolten']","Mörike","Eduard","Q1752673",5,"","../../moerike/nolten/nolten.html",1836,"([], ['novel'])","Gutenberg-DE"
"84","MARIA_noWikiID",0.0394945910733656,0.160345444086957,"GER","MARIA","['Maria']","Liebeskind","Margareta","noWikiID",10,"Maria","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Liebeskind_Margareta_Sophia_Maria.xml",1784,"","textgrid"
"85","MARION_noWikiID",0.0560723413501725,0.163100444347826,"GER","MARION","['Marion']","Heyse","Paul","noWikiID",1,"Marion","../../heyse/marion/marion.html",1855,"","Gutenberg-DE"
"86","MARTIN_SALANDER_Q1904882",0.0975111340573339,0.132213229043478,"GER","MARTIN_SALANDER","['Martin Salander']","Keller","Gottfried","Q1904882",9,"","../../keller/salander/salander.html",1886,"([], ['novel'])","Gutenberg-DE"
"87","MEISTER_FLOH_Q837936",0.33800545810469,0.148441072869565,"GER","MEISTER_FLOH","['Meister Floh']","Hoffmann","E. T. A","Q837936",6,"","../../Hoffmann/floh/floh.html",1822,"(['speculative fiction'], ['fairy tale'])","Gutenberg-DE"
"88","MEISTER_TIMPE_noWikiID",0.0455753535426939,0.104902945043478,"GER","MEISTER_TIMPE","['Meister Timpe']","Kretzer","Max","noWikiID",12,"Meister Timpe","../../kretzer/timpe/timpe.html",1888,"","Gutenberg-DE"
"89","MICHAEL_KOHLHAAS_Q279676",0.354934606197489,0.207701133217391,"GER","MICHAEL_KOHLHAAS","['Michael Kohlhaas']","Kleist","Heinrich von","Q279676",7,"","../../kleist/kohlhaas/kohlhaas.html",1810,"([], ['short story', 'novella'])","Gutenberg-DE"
"90","NACHTWACHEN_Q1962904",0.557525892938665,0.156850853478261,"GER","NACHTWACHEN","['Nachtwachen des Bonaventura', 'Nachtwachen von Bonaventura', 'Nachtwachen', 'Die Nachtwachen von Bonaventura', 'Die Nachtwachen']","Klingemann","August","Q1962904",32,"Die Nachtwachen des Bonaventura","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Klingemann_August_Die_Nachtwachen_des_Bonaventura.xml",1804,"([], ['novel'])","textgrid"
"91","NINON_noWikiID",0.0601640846066759,0.179293544434783,"GER","NINON","['Ninon']","Saar","Ferdinand von","noWikiID",2,"","http://www.zeno.org/Literatur/M/Saar,+Ferdinand+von/Erz%C3%A4hlungen/Novellen+aus+%C3%96sterreich/4.+Teil/Ninon",1892,"novella","zeno"
"92","PAPA_HAMLET_Q2050484",0.464370821315899,0.143448982695652,"GER","PAPA_HAMLET","['Papa Hamlet']","Holz/Schlaf","Arno/Johannes","Q2050484",27,"","../../schlaf/papahaml/papahaml.html",1889,"narrative","Gutenberg-DE"
"93","PRINZESSIN_BRAMBILLA_Q570890",0.33800545810469,0.172935833304348,"GER","PRINZESSIN_BRAMBILLA","['Prinzessin Brambilla']","Hoffmann","E. T. A","Q570890",6,"Prinzessin  Brambilla","../../Hoffmann/brambil1/brambil1.html",1820,"([], ['novel', 'narration'])","Gutenberg-DE"
"94","QUITT_(FONTANE)_Q1589389",0.0794735706665683,0.130771220782609,"GER","QUITT_(FONTANE)","['Quitt']","Fontane","Theodor","Q1589389",6,"Quitt","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Fontane_Theodor_Quitt.xml",1890,"([], ['novel'])","textgrid"
"95","REITERGESCHICHTE_Q2142105",0.321481356814517,0.34521807173913,"GER","REITERGESCHICHTE","['Reitergeschichte', 'Reitergeschichte nicht -']","Hofmannsthal","Hugo von","Q2142105",5,"Reitergeschichte","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Hofmannsthal_Hugo_von_Reitergeschichte.xml",1899,"narration","textgrid"
"96","RENATE_noWikiID",0.0601640846066759,0.124783431652174,"GER","RENATE","['Renate']","Storm","Theodor","noWikiID",2,"Renate","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Renate.xml",1878,"","textgrid"
"97","SCHACH_VON_WUTHENOW_Q2229265",0.645431155250413,0.11323926226087,"GER","SCHACH_VON_WUTHENOW","['Schach von Wuthenow']","Fontane","Theodor","Q2229265",23,"","../../fontane/schach2/schach2.html",1882,"([], ['novel', 'narration'])","Gutenberg-DE"
"98","SCHELMUFFSKY_Q107356648",0.33800545810469,0.388289324,"GER","SCHELMUFFSKY","['Schelmuffsky']","Reuter","Christian","Q107356648",6,"Schelmuffsky","../../reuterc/schelmuf/schelmuf.html",1696,"(['travel book'], ['novel'])","Gutenberg-DE"
"99","SIEBEN_LEGENDEN_Q1652394",0.33800545810469,0.143251794347826,"GER","SIEBEN_LEGENDEN","['Sieben Legenden']","Keller","Gottfried","Q1652394",6,"Sieben Legenden","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Keller_Gottfried_Sieben_Legenden.xml",1872,"([], ['collection volume', 'narration'])","textgrid"
"100","SOLL_UND_HABEN_(ROMAN)_Q2298931",0.796427302529609,0.109357154782609,"GER","SOLL_UND_HABEN_(ROMAN)","['Soll und Haben']","Freytag","Gustav","Q2298931",57,"Soll und Haben","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Freytag_Gustav_Soll_und_Haben.xml",1855,"([], ['novel'])","textgrid"
"101","STOPFKUCHEN_Q1495045",0.71056394677693,0.102673085913043,"GER","STOPFKUCHEN","['Stopfkuchen', 'Da Stopfkuchen', 'Im Stopfkuchen']","Raabe","Wilhelm","Q1495045",27,"Stopfkuchen","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Stopfkuchen.xml",1890,"narration","textgrid"
"102","TITAN_(JEAN_PAUL)_Q492384",0.127184961519692,0.0943412713913043,"GER","TITAN_(JEAN_PAUL)","['Titan']","Paul","Jean","Q492384",13,"Titan","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Jean_Paul_Titan.xml",1800,"(['novel'], ['novel'])","textgrid"
"103","UNDINE_noWikiID",0.462879594039226,0.140177580608696,"GER","UNDINE","['Undine']","Fouqué","Friedrich de la Motte","noWikiID",13,"Undine","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/FouquÃ©_Friedrich_de_la_Motte_Undine.xml",1814,"narration","textgrid"
"104","UNTERHALTUNGEN_DEUTSCHER_AUSGEWANDERTEN_Q1680528",0.33800545810469,0.175925035391304,"GER","UNTERHALTUNGEN_DEUTSCHER_AUSGEWANDERTEN","['Unterhaltungen deutscher Ausgewanderter', 'Goethes Unterhaltungen deutscher Ausgewanderten', 'Unterhaltungen deutscher Ausgewanderten']","Goethe","Johann Wolfgang von","Q1680528",6,"Unterhaltungen deutscher Ausgewanderten","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Goethe_Johann_Wolfgang_Unterhaltungen_deutscher_Ausgewanderten.xml",1795,"([], ['short story collection', 'prose'])","textgrid"
"105","VITTORIA_ACCOROMBONA_Q1403207",0.0975111340573339,0.135594461826087,"GER","VITTORIA_ACCOROMBONA","['Vittoria Accorombona']","Tieck","Ludwig","Q1403207",9,"","../../tieck/accoromb/accoromb.html",1840,"(['developmental novel', 'historical fiction'], ['novel'])","Gutenberg-DE"
"106","VOR_DEM_STURM_(ROMAN)_Q1273542",0.2221662156401,0.0955369952173913,"GER","VOR_DEM_STURM_(ROMAN)","['Vor dem Sturm']","Fontane","Theodor","Q1273542",22,"Vor dem Sturm","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Fontane_Theodor_Vor_dem_Sturm.xml",1878,"([], ['novel'])","textgrid"
"107","WALLY,_DIE_ZWEIFLERIN_noWikiID",0.662351989355763,0.222462592,"GER","WALLY,_DIE_ZWEIFLERIN","['Wally, die Zweiflerin', 'Wally']","Gutzkow","Karl","noWikiID",24,"Wally, die Zweiflerin","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Gutzkow_Karl_Wally_die_Zweiflerin.xml",1835,"","textgrid"
"108","WAS_DIE_ISAR_RAUSCHT_noWikiID",0.0318106268524673,0.117390578956522,"GER","WAS_DIE_ISAR_RAUSCHT","['Was die Isar rauscht']","Conrad","Michael Georg","noWikiID",7,"Was die Isar rauscht","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Conrad_Michael_Georg_Was_die_Isar_rauscht.xml",1887,"","textgrid"
"109","WILHELM_MEISTERS_LEHRJAHRE_Q1194031",0.999115717764715,0.118369048695652,"GER","WILHELM_MEISTERS_LEHRJAHRE","['Wilhelm Meisters Lehrjahre', 'Wilhelm Meister', 'Lehrjahren', 'Lehrjahre', 'Wilhelm Meisters Lehrjahren', 'Lehrjahren der MÃ¤nnlichkeit', 'Wilhelm Meisters', ""Wilhelm Meisters Lehrjahre'""]","Goethe","Johann Wolfgang von","Q1194031",109,"Wilhelm Meisters Lehrjahre","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Goethe_Johann_Wolfgang_Wilhelm_Meisters_Lehrjahre.xml",1794,"(['developmental novel', 'Bildungsroman'], ['novel'])","textgrid"
"110","WILHELM_MEISTERS_THEATRALISCHE_SENDUNG_Q2574172",0.425970768854918,0.101442671217391,"GER","WILHELM_MEISTERS_THEATRALISCHE_SENDUNG","['Wilhelm Meisters theatralische Sendung', 'Wilhelm Meister']","Goethe","Johann Wolfgang von","Q2574172",11,"Wilhelm Meisters  theatralische Sendung. (Urmeister)","../../goethe/meisthea/meisthea.html",1777,"(['novel'], ['novel'])","Gutenberg-DE"
"111","WILHELM_MEISTERS_WANDERJAHRE_Q478344",0.645431155250413,0.0881720468695652,"GER","WILHELM_MEISTERS_WANDERJAHRE","['Wilhelm Meisters Wanderjahre', 'Wanderjahren', 'Wilhelm Meisters Wanderjahren']","Goethe","Johann Wolfgang von","Q478344",23,"Wilhelm Meisters Wanderjahre","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Goethe_Johann_Wolfgang_Wilhelm_Meisters_Wanderjahre.xml",1821,"([], ['novel'])","textgrid"
"112","WILLIAM_LOVELL_Q2579763",0.372234887656701,0.133009986956522,"GER","WILLIAM_LOVELL","['Die Geschichte des Herrn William Lovell', 'William Lovell', 'Geschichte des Herrn William Lovell']","Tieck","Ludwig","Q2579763",8,"Geschichte des Herrn William Lovell","",1795,"(['epistolary novel'], ['novel'])","DTA"
"113","WOLDEMAR_noWikiID",0.0560723413501725,0.119310339652174,"GER","WOLDEMAR","['Woldemar']","Jacobi","Friedrich","noWikiID",1,"Woldemar","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Jacobi_Friedrich_Heinrich_Woldemar.xml",1779,"","textgrid"
"114","ZUM_WILDEN_MANN_Q229600",0.33800545810469,0.170649936869565,"GER","ZUM_WILDEN_MANN","['Zum wilden Mann']","Raabe","Wilhelm","Q229600",6,"Zum wilden Mann","../../raabe/wildmann/wildmann.html",1874,"narration","Gutenberg-DE"
"115","ZUR_CHRONIK_VON_GRIESHUUS_noWikiID",0.0794735706665683,0.270849070782609,"GER","ZUR_CHRONIK_VON_GRIESHUUS","['Zur Chronik von Grieshuus']","Storm","Theodor","noWikiID",6,"Zur Chronik von Grieshuus","C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Zur_Chronik_von_Grieshuus.xml",1883,"","textgrid"
