,cosine_similarity,year,num_chunks
0,1.0,1689.0,110.0
1,0.9999999403953552,1690.0,65.0
2,0.9999998807907104,1691.0,270.0
3,0.9998911619186401,1692.0,70.0
4,1.0,1693.0,100.0
5,1.0,1694.0,1805.0
6,0.5751923322677612,1695.0,455.0
7,0.9999999403953552,1696.0,1120.0
8,0.9999999403953552,1697.0,205.0
9,0.673509955406189,1698.0,900.0
10,1.0,1699.0,1435.0
11,1.0,1700.0,360.0
12,1.0,1701.0,505.0
13,0.9716055989265442,1702.0,905.0
14,1.0,1703.0,115.0
15,1.0,1704.0,585.0
16,0.9999998807907104,1705.0,400.0
17,0.9999998807907104,1706.0,1215.0
18,0.9999999403953552,1707.0,220.0
19,0.9997965065258401,1708.0,2625.0
20,0.9997631749227746,1709.0,1300.0
21,0.9997232778573926,1710.0,2305.0
22,0.9996753651571999,1711.0,2345.0
23,0.9996176585122731,1712.0,1400.0
24,0.9995479898604489,1713.0,1070.0
25,0.9994637407177203,1714.0,870.0
26,0.9993617942788169,1715.0,145.0
27,0.9992385218495653,1716.0,550.0
28,0.9990898399482877,1717.0,215.0
29,0.9989113948701349,1718.0,755.0
30,0.9986989558799453,1719.0,115.0
31,0.998449118926382,1720.0,1850.0
32,0.9981604213822117,1721.0,1240.0
33,0.997834910739918,1722.0,215.0
34,0.9974800500029366,1723.0,695.0
35,0.997110547028411,1724.0,200.0
36,0.9967493085856458,1725.0,310.0
37,0.9964264460300557,1726.0,2235.0
38,0.9961754647950339,1727.0,85.0
39,0.9999998807907104,1728.0,1040.0
40,0.9999997019767761,1729.0,1135.0
41,0.9999995231628418,1730.0,280.0
42,0.9999996423721313,1731.0,1260.0
43,0.9999998807907104,1732.0,240.0
44,0.9999997019767761,1733.0,465.0
45,0.9734930396080017,1734.0,1030.0
46,0.9999998807907104,1735.0,125.0
47,0.9755138754844666,1736.0,175.0
48,0.9877424240112305,1737.0,1540.0
49,0.9999998807907104,1738.0,185.0
50,0.9999998807907104,1739.0,6920.0
51,0.9999997615814209,1740.0,1085.0
52,0.9999997615814209,1741.0,2140.0
53,1.0,1742.0,535.0
54,0.9953153729438782,1743.0,255.0
55,0.9449201226234436,1744.0,2670.0
56,0.9999997019767761,1745.0,560.0
57,0.8360663652420044,1746.0,40.0
58,0.9999991655349731,1747.0,270.0
59,0.9999991059303284,1748.0,135.0
60,0.9999991655349731,1749.0,1865.0
61,0.9999990463256836,1750.0,280.0
62,0.9999991655349731,1751.0,1490.0
63,0.9999991059303284,1752.0,1340.0
64,0.8937314872051009,1753.0,285.0
65,0.9055019410386056,1754.0,1305.0
66,0.9557744768301686,1755.0,1705.0
67,0.07323642075061798,1756.0,1020.0
68,0.9999996423721313,1757.0,195.0
69,0.9601011872291565,1758.0,110.0
70,0.9999997615814209,1759.0,1010.0
71,0.966593325138092,1760.0,320.0
72,0.9999997615814209,1761.0,40.0
73,0.9712831974029541,1762.0,540.0
74,0.9999998211860657,1763.0,50.0
75,0.9999997615814209,1764.0,155.0
76,0.9999459385871887,1765.0,665.0
77,0.9732815027236938,1766.0,600.0
78,0.9799878597259521,1767.0,1000.0
79,0.9857763648033142,1768.0,245.0
80,0.9934946894645691,1769.0,1115.0
81,0.9896308183670044,1770.0,860.0
82,0.9989473223686218,1771.0,930.0
83,0.9501928687095642,1772.0,270.0
84,0.9960303902626038,1773.0,150.0
85,0.9997971653938293,1774.0,745.0
86,0.9884549379348755,1775.0,225.0
87,0.9935333132743835,1776.0,1105.0
88,0.9978689551353455,1777.0,125.0
89,0.9961432218551636,1778.0,75.0
90,0.9972738027572632,1779.0,225.0
91,0.992927610874176,1780.0,100.0
92,0.9952011108398438,1781.0,1005.0
93,0.9902182817459106,1782.0,330.0
94,0.9943908452987671,1783.0,1010.0
95,0.9935495853424072,1784.0,2620.0
96,0.9891090989112854,1785.0,480.0
97,0.9925640821456909,1786.0,65.0
98,0.9962172508239746,1787.0,100.0
99,0.9973759651184082,1788.0,1485.0
100,0.9977468252182007,1789.0,320.0
101,0.9949281215667725,1790.0,1020.0
102,0.9806808829307556,1791.0,520.0
103,0.9939287900924683,1792.0,115.0
104,0.9966174364089966,1793.0,45.0
105,0.9937756061553955,1794.0,435.0
106,0.9894171953201294,1795.0,1495.0
107,0.9917165637016296,1796.0,160.0
108,0.9983428120613098,1797.0,955.0
109,0.999426007270813,1798.0,90.0
110,0.999811053276062,1799.0,725.0
111,0.9959570169448853,1800.0,570.0
112,0.994443416595459,1801.0,925.0
113,0.9954717755317688,1802.0,690.0
114,0.9982214570045471,1803.0,1925.0
115,0.9982938170433044,1804.0,580.0
116,0.9940284490585327,1805.0,640.0
117,0.9440889954566956,1806.0,1565.0
118,0.9720280170440674,1807.0,1245.0
119,0.9851510524749756,1808.0,490.0
120,0.9899929761886597,1809.0,205.0
121,0.9915405511856079,1810.0,405.0
122,0.9955299496650696,1811.0,840.0
123,0.9998630285263062,1812.0,645.0
124,0.9946496486663818,1813.0,1300.0
125,0.9997718334197998,1814.0,110.0
126,0.9870131015777588,1815.0,3690.0
127,0.9975269436836243,1816.0,2450.0
128,0.998149037361145,1817.0,650.0
129,0.9954167604446411,1818.0,380.0
130,0.9986587166786194,1819.0,430.0
131,0.9992640018463135,1820.0,1155.0
132,0.9962852001190186,1821.0,75.0
133,0.9930540919303894,1822.0,1035.0
134,0.9959985613822937,1823.0,150.0
135,0.9996553063392639,1824.0,525.0
136,0.9796881675720215,1825.0,450.0
137,0.9886115789413452,1826.0,40.0
138,0.9931594133377075,1827.0,530.0
139,0.997602105140686,1828.0,400.0
140,0.9926320910453796,1829.0,195.0
141,0.9941083788871765,1830.0,1290.0
142,0.9909881353378296,1831.0,785.0
143,0.9648878574371338,1832.0,340.0
144,0.9942135214805603,1833.0,1190.0
145,0.9962224364280701,1834.0,440.0
146,0.9993151426315308,1835.0,280.0
147,0.9939792156219482,1836.0,160.0
148,0.9953920245170593,1837.0,2285.0
149,0.9848636984825134,1838.0,1220.0
150,0.9975343942642212,1839.0,385.0
151,0.9986317753791809,1840.0,590.0
152,0.9968948364257812,1841.0,1375.0
153,0.9939455986022949,1842.0,260.0
154,0.9992433190345764,1843.0,190.0
155,0.9967944025993347,1844.0,125.0
156,0.9989766478538513,1845.0,2520.0
157,0.9777827262878418,1846.0,85.0
158,0.9992506504058838,1847.0,80.0
159,0.985299825668335,1848.0,420.0
160,0.9981877207756042,1849.0,140.0
161,0.9972975254058838,1850.0,905.0
162,0.9928266406059265,1851.0,655.0
163,0.9981689453125,1852.0,1805.0
164,0.9982325434684753,1853.0,1755.0
165,0.9990151524543762,1854.0,810.0
166,0.9990769624710083,1855.0,1730.0
167,0.9837473034858704,1856.0,175.0
168,0.9997857213020325,1857.0,2000.0
169,0.9951961636543274,1858.0,45.0
170,0.9987016916275024,1859.0,570.0
171,0.9941791296005249,1860.0,485.0
172,0.9801757335662842,1861.0,180.0
173,0.9913139343261719,1862.0,590.0
174,0.9803929328918457,1863.0,420.0
175,0.9892681241035461,1864.0,1360.0
176,0.993239164352417,1865.0,1285.0
177,0.9997525215148926,1866.0,345.0
178,0.9995492696762085,1867.0,270.0
179,0.9716855883598328,1868.0,80.0
180,0.9958187341690063,1869.0,920.0
181,0.9965284466743469,1870.0,2070.0
182,0.993071436882019,1871.0,430.0
183,0.9962396621704102,1872.0,360.0
184,0.9938024878501892,1873.0,875.0
185,0.9980059862136841,1874.0,960.0
186,0.9970458745956421,1875.0,10.0
187,0.9994677305221558,1876.0,965.0
188,0.9989836812019348,1877.0,70.0
189,0.9893783926963806,1878.0,180.0
190,0.9950435161590576,1879.0,105.0
191,0.9990379810333252,1880.0,795.0
192,0.9962953329086304,1881.0,425.0
193,0.9961185455322266,1882.0,190.0
194,0.9959352016448975,1883.0,335.0
195,0.9972237348556519,1884.0,1470.0
196,0.9959579706192017,1885.0,165.0
197,0.9983876347541809,1886.0,65.0
198,0.998619556427002,1887.0,15.0
199,0.9984137415885925,1888.0,2585.0
200,0.9921082258224487,1889.0,545.0
201,0.9949731826782227,1890.0,2780.0
202,0.9973405003547668,1891.0,760.0
203,0.9973857402801514,1892.0,1055.0
204,0.9980624318122864,1893.0,385.0
205,0.9973568916320801,1894.0,2995.0
206,0.9952945113182068,1895.0,110.0
207,0.9973441362380981,1896.0,220.0
208,0.9986348152160645,1897.0,155.0
209,0.999660074710846,1898.0,915.0
210,0.9967892169952393,1899.0,215.0
211,0.9969853162765503,1900.0,100.0
212,0.9978274703025818,1901.0,735.0
213,0.9975600242614746,1902.0,180.0
214,0.9984569549560547,1903.0,230.0
215,0.9967038631439209,1904.0,790.0
216,0.9952338933944702,1905.0,75.0
217,0.9973523616790771,1906.0,140.0
218,0.9991477131843567,1907.0,1175.0
219,0.9996767044067383,1908.0,575.0
220,0.9984028339385986,1909.0,1445.0
221,0.9995443820953369,1910.0,1755.0
222,0.9983768463134766,1911.0,100.0
223,0.9992390871047974,1912.0,1250.0
224,0.9993882179260254,1913.0,10.0
225,0.9966233372688293,1914.0,455.0
