wikiname;variations;author;author_firstname;wikiID;freq;repoID;pub_year;genre;text_source
THE_ALTAR_OF_THE_DEAD;['The Altar of the Dead'];James;Henry;Q7713242;1;642;1895;([], ['short story']);Gutenberg-US
THE_AMBASSADORS;['The Ambassadors'];James;Henry;Q650571;8;432;1903;(['novel'], ['novel']);Gutenberg-US
THE_AMERICAN;['The American'];James;Henry;Q3080503;1;177;1876;(['novel'], ['novel']);Gutenberg-US
THE_ANTI-PAMELA;"['Anti-Pamela', ""Anti-Pamela: or, Feign'd Innocence Detected, In a Series of Syrena's Adventures""]";Haywood;Eliza;Q7713932;4;https://digital.library.upenn.edu/women/haywood/pamela/pamela.html;1741;(['parody', 'epistolary novel'], []);https://digital.library.upenn.edu
THE_ANTIQUARY;['The Antiquary'];Scott;Walter;Q1157183;5;7005;1816;(['Gothic fiction', 'historical fiction'], ['novel']);Gutenberg-US
THE_ASPERN_PAPERS;['The Aspern Papers'];James;Henry;Q2362409;1;211;1888;([], ['novel', 'novella']);Gutenberg-US
THE_AUTOBIOGRAPHY_OF_MARK_RUTHERFORD;['Autobiography of Mark Rutherford', 'The Autobiography of Mark Rutherford'];Rutherford;Mark;noWikiID;2;3269;1881;fictionalised autobiography;Gutenberg-US
THE_AWKWARD_AGE;['The Awkward Age'];James;Henry;noWikiID;1;7433;1899;(['novel'], ['novel']);Gutenberg-US
THE_AYRSHIRE_LEGATEES;['The Ayrshire Legatees'];Galt;John;noWikiID;1;1384;1821;narrative;Gutenberg-US
THE_BATTLE_OF_DORKING;['The Battle of Dorking'];Powell;G. H.;Q7715857;3;65882;1871;(['polemical lampoon', 'political fiction', 'science fiction'], ['novel']);Gutenberg-US
THE_BATTLE_OF_THE_BOOKS;['The Battle of the Books', 'The Battel of the Books', 'In the Battle of the Books'];Swift;Jonathan;Q7715895;5;623;1704;(['polemical lampoon'], []);Gutenberg-US
THE_BEACH_OF_FALESA;['The Beach of FalesÃ ', 'The Beach of FalesÃ¡', 'The Beach of Falesa'];Stevenson;Robert Louis;Q7715970;8;329;1892;(['short story'], ['short story']);Gutenberg-US
THE_BEETLE_(NOVEL);['The Beetle'];Marsh;Richard;Q7716299;3;5164;1897;(['fantasy'], ['novel']);Gutenberg-US
THE_BETH_BOOK;['The Beth Book'];Grand;Sarah;noWikiID;8;28088;1897;novel;Gutenberg-US
THE_BICKERSTAFF_PAPERS;['The Bickerstaff Papers'];Swift;Jonathan;noWikiID;1;1090;1708;prose satire;Gutenberg-US
THE_BLACK_ARROW;['The Black Arrow'];Stevenson;Robert Louis;noWikiID;1;848;1888;children's book;Gutenberg-US
THE_BLACK_DWARF;['The Black Dwarf'];Scott;Walter;noWikiID;5;1460;1816;novel;Gutenberg-US
THE_BLACK_PROPHET;['The Black Prophet', 'The Black Prophet,'];Carleton;William;noWikiID;9;16018;1846;novel;Gutenberg-US
THE_BODY-SNATCHER;['The Body-Snatcher'];Stevenson;Robert Louis;noWikiID;1;426;1884;;Gutenberg-US
THE_BOOK_OF_WONDER;['The Book of Wonder'];Plunkett;Edward;Q7719322;1;7477;1912;(['fantasy'], ['short story']);Gutenberg-US
THE_BRIDE_OF_LAMMERMOOR;['The Bride of Lammermoor'];Scott;Walter;Q2659725;11;471;1819;(['historical fiction'], ['novel']);Gutenberg-US
THE_BRITISH_BARBARIANS;['The British Barbarians'];Allen;Grant;noWikiID;1;4340;1895;novel;Gutenberg-US
THE_BROWNIE_OF_BODSBECK;['The Brownie of Bodsbeck', 'Brownie of Bodsbeck'];Hogg;James;Q96408508;8;"40955; 41796";1818;novel;Gutenberg-US
THE_CANTERVILLE_GHOST;['The Canterville Ghost'];Wilde;Oscar;Q288020;2;14522;1887;(['historical novel'], ['short story']);Gutenberg-US
THE_CARVED_LIONS;['The Carved Lions'];Molesworth;Mary Louisa;Q7721468;1;39549;1895;([], ['novel']);Gutenberg-US
THE_CASTLE_OF_OTRANTO;['The Castle of Otranto', 'Otranto', 'Castle of Otranto'];Walpole;Horace;Q548576;74;696;1764;(['Gothic novel'], []);Gutenberg-US
THE_CASTLE_OF_WOLFENBACH;['The Castle of Wolfenbach', 'The Castle ofWolfenbach'];Parsons;Eliza;Q3520218;2;https://gutenberg.net.au/ebooks06/0606211h.html;1793;(['Gothic novel'], []);Gutenberg-AUS
THE_CASTLES_OF_ATHLIN_AND_DUNBAYNE;['The Castles of Athlin and Dunbayne', 'Castles of Athlin and Dunbayne'];Radcliffe;Ann;Q7721600;2;https://digital.library.upenn.edu/women/radcliffe/athlin/athlin.html;1789;(['Gothic fiction'], ['novel']);https://digital.library.upenn.edu
THE_CAXTONS;['The Caxtons'];Bulwer-Lytton;Edward;Q16385244;1;7605;1849;([], ['novel']);Gutenberg-US
THE_CHANGELING;['The Changeling'];Besant;Walter;noWikiID;2;49035;1898;novel;Gutenberg-US
THE_CHANNINGS_(NOVEL);['The Channings'];Wood;Ellen;Q7722115;1;9192;1862;([], ['novel']);Gutenberg-US
THE_CHILDREN_OF_THE_ABBEY;['Children of the Abbey', 'The Children of the Abbey', 'The Children of the Abbey: A Tale'];Roche;Regina Maria;Q7722505;11;60174;1796;(['Gothic fiction'], ['novel']);Gutenberg-US
THE_CHILDREN_OF_THE_NEW_FOREST;['The Children of the New Forest', 'In Children of the New Forest'];Marryat;Frederick;Q7722508;2;6471;1847;([], ['novel']);Gutenberg-US
THE_CHIMES;['The Chimes'];Dickens;Charles;Q3828573;1;653;1844;([], ['novella']);Gutenberg-US
THE_CLAYHANGER;['Clayhanger', 'The Clayhanger'];Bennett;Arnold;noWikiID;6;21249;1910;novel;Gutenberg-US
THE_CLEVER_WOMAN_OF_THE_FAMILY;['The Clever Woman of the Family'];Yonge;Charlotte;noWikiID;1;3292;1865;novel;Gutenberg-US
THE_CLOISTER_AND_THE_HEARTH;['The Cloister and the Hearth'];Reade;Charles;Q7723455;4;1366;1861;(['historical fiction'], ['novel']);Gutenberg-US
THE_COMING_OF_CUCULAIN;['The Coming of Cuculain'];O'Grady;Standish;noWikiID;1;5092;1894;novel;Gutenberg-US
THE_CONFESSIONS_OF_HARRY_LORREQUER;['Confessions of Harry Lorrequer', 'The Confessions of Harry Lorrequer'];Lever;Charles James;noWikiID;2;5240;1837;novel;Gutenberg-US
THE_CONSOLIDATOR;['The Consolidator'];Defoe;Daniel;Q60753482;1;7089;1705;novel;Gutenberg-US
THE_COUNTRY_OF_THE_BLIND;['The Country of the Blind'];Wells;H. G.;Q823691;9;11870;1904;(['short story', 'science fiction'], ['short story']);Gutenberg-US
THE_CRICKET_ON_THE_HEARTH;['The Cricket on the Hearth'];Dickens;Charles;Q825220;1;678;1845;([], ['novella']);Gutenberg-US
THE_CROCK_OF_GOLD_(NOVEL);['The Crock of Gold'];Mackenzie;Thomas;Q7728134;6;1605;1912;([], ['novel']);Gutenberg-US
THE_CROWN_OF_SUCCESS;['The Crown of Success'];Tucker;Charlotte Maria;noWikiID;2;25516;1889;children's book;Gutenberg-US
THE_DARK_FLOWER;['The Dark Flower'];Galsworthy;John;noWikiID;1;2192;1913;novel;Gutenberg-US
THE_DAYS_OF_AULD_LANGSYNE;['The Days of Auld Langsyne'];MacLaren;Ian;noWikiID;1;43726;1895;collection of stories;Gutenberg-US
THE_DEAD_SECRET;['The Dead Secret'];Collins;Wilkie;Q16934313;3;43092;1857;([], ['novel']);Gutenberg-US
THE_DEMI-GODS;['The Demi-Gods'];Stephens;James;noWikiID;1;46558;1914;narrative;Gutenberg-US
THE_DIARY_OF_A_NOBODY;['Diary of a Nobody', 'The Diary of a Nobody'];Grossmith/Grossmith;George/Weedon;Q864150;6;1026;1888;(['epistolary novel', 'comic novel'], []);Gutenberg-US
THE_DOCTOR'S_WIFE_(MOORE_NOVEL);"[""The Doctor's Wife"", ""The Doctor' s Wife""]";Braddon;Mary Elizabeth;Q7730467;12;35485;1863;([], ['novel']);Gutenberg-US
THE_DUKE'S_CHILDREN;"[""The Duke's Children""]";Trollope;Anthony;Q7731161;2;3622;1879;([], ['novel']);Gutenberg-US
THE_DYNAMITER;['The Dynamiter'];Stevenson/Stevenson;Robert Louis/Fanny van de Grift;noWikiID;4;647;1885;collection of stories;Gutenberg-US
THE_EBB-TIDE;['The Ebb-Tide'];Stevenson/Osbourne;Robert Louis/Lloyd;Q4674957;1;1604;1894;(['adventure fiction'], ['novel']);Gutenberg-US
THE_EGOIST_(NOVEL);['The Egoist'];Meredith;George;Q7731638;3;1684;1879;([], ['novel']);Gutenberg-US
THE_EMIGRANTS_OF_AHADARRA;['The Emigrants of Ahadarra'];Carleton;William;noWikiID;1;16011;1847;novel;Gutenberg-US
THE_ENCHANTED_CASTLE;['The Enchanted Castle'];Nesbit;Edith;Q2920166;1;3536;1907;"([""children's novel""], [])";Gutenberg-US
THE_ENTAIL;['The Entail'];Galt;John;noWikiID;8;44573;1823;novel;Gutenberg-US
THE_EUSTACE_DIAMONDS;['The Eustace Diamonds'];Trollope;Anthony;Q7732627;2;7381;1871;([], ['novel']);Gutenberg-US
THE_EVIL_GUEST;['The Evil Guest'];Sheridan Le Fanu;Joseph;noWikiID;1;10377;1851;novel;Gutenberg-US
THE_EXECUTOR;['The Executor'];Oliphant;Margaret;noWikiID;1;59759;1861;novel;Gutenberg-US
THE_EXPEDITION_OF_HUMPHRY_CLINKER;['The Expedition of Humphry Clinker', 'Humphry Clinker'];Smollett;Tobias;Q3203413;27;2160;1771;(['epistolary novel'], ['novel']);Gutenberg-US
THE_EXPERIENCES_OF_LOVEDAY_BROOKE,_LADY_DETECTIVE;['The Experiences of Loveday Brooke, Lady Detective'];Pirkis;Catherine Louisa;noWikiID;2;https://digital.library.upenn.edu/women/pirkis/brooke/brooke.html;1893;;https://digital.library.upenn.edu
THE_FAIR_JILT;['The Fair Jilt'];Behn;Aphra;Q18393398;3;29854;1688;novella;Gutenberg-US
THE_FAIR_MAID_OF_PERTH;['The Fair Maid of Perth'];Scott;Walter;Q3209885;1;7987;1828;(['historical novel'], []);Gutenberg-US
THE_FAIRCHILD_FAMILY;['The Fairchild Family'];Sherwood;Mary Martha;noWikiID;4;29725;1818;children's book;Gutenberg-US
THE_FALLEN_LEAVES_(BOOK);['The Fallen Leaves'];Collins;Wilkie;Q85807134;1;7894;1879;novel;Gutenberg-US
THE_FATHER_AND_DAUGHTER;['The Father and Daughter'];Opie;Amelia;Q65052285;3;49621;1801;novel;Gutenberg-US
THE_FEMALE_QUIXOTE;['The Female Quixote', 'Female Quixote'];Lennox;Charlotte;Q1404172;21;50054;1752;(['education novel', 'satirical fiction'], ['novel']);Gutenberg-US
THE_FIDDLER_OF_THE_REELS;['The Fiddler of the Reels'];Hardy;Thomas;Q2288667;1;3047;1893;([], ['short story']);Gutenberg-US
THE_FIGURE_IN_THE_CARPET;['The Figure in the Carpet'];James;Henry;Q3224800;1;645;1896;(['short story'], []);Gutenberg-US
THE_FIRST_MEN_IN_THE_MOON;['The First Men in the Moon'];Wells;H. G.;Q1218232;3;52501;1901;(['romantic fiction', 'science fiction'], ['novel']);Gutenberg-US
THE_FIXED_PERIOD;['The Fixed Period'];Trollope;Anthony;Q7734312;1;27067;1882;(['futuristic fiction'], ['novel']);Gutenberg-US
THE_FOOD_OF_THE_GODS_AND_HOW_IT_CAME_TO_EARTH;['The Food of the Gods'];Wells;H. G. ;Q1215802;3;11696;1904;(['science fiction', 'romantic fiction'], ['novel']);Gutenberg-US
THE_FOOL_OF_QUALITY;['The Fool of Quality', 'Fool of Quality'];Brooke;Henry;Q7734703;13;ECCO;1765;([], ['novel']);ECCO
THE_FORSYTE_SAGA;['The Forsyte Saga', 'Forsyte'];Galsworthy;John;Q735319;5;4397;1906;(['novel'], ['novel']);Gutenberg-US
THE_FORTUNES_OF_NIGEL;['The Fortunes of Nigel'];Scott;Walter;Q3230799;2;5950;1822;(['historical novel'], []);Gutenberg-US
THE_FROZEN_DEEP;['The Frozen Deep'];Collins;Wilkie;Q7735382;2;1625;1866;novel;Gutenberg-US
THE_GENTLEMAN;['The Gentleman'];Ollivant;Alfred;noWikiID;2;8396;1908;novel;Gutenberg-US
THE_GOLDEN_AGE;['The Golden Age'];Grahame;Kenneth;noWikiID;1;291;1895;collection of stories;Gutenberg-US
THE_GOLDEN_BOWL;['The Golden Bowl'];James;Henry;Q1248585;5;4264;1904;(['novel'], ['novel']);Gutenberg-US
THE_GORILLA_HUNTERS;['The Gorilla Hunters'];Ballantyne;R. M. ;Q17015740;1;21736;1861;([], ['novel']);Gutenberg-US
"THE_GOVERNESS;_OR,_THE_LITTLE_FEMALE_ACADEMY";"['The Governess; or, the Little Female Academy', 'The Governess; or Little Female Academy', 'The Governess', 'The Daily Governess']";Fielding;Sarah;Q7737400;12;1905;1749;([], ['novel']);Gutenberg-US
THE_GREAT_GOD_PAN;['The Great God Pan'];Machen;Arthur;Q1394704;6;389;1894;(['horror novel'], ['novella']);Gutenberg-US
THE_GREAT_TABOO;['The Great Taboo'];Allen;Grant;noWikiID;1;13876;1890;novel;Gutenberg-US
THE_GREAT_WAR_IN_ENGLAND_IN_1897;['The Great War in England in 1897'];Le Queux;William;Q7737983;1;37470;1894;([], ['novel']);Gutenberg-US
THE_GREEN_CARNATION;['The Green Carnation', 'The Green Carnation strongly'];Hichens;Robert;Q7738140;2;24499;1894;(['LGBT-related literature'], ['novel']);Gutenberg-US
THE_GRIM_SMILE_OF_THE_FIVE_TOWNS;['The Grim Smile of the Five Towns'];Bennett;Arnold;Q24255934;1;4734;1907;([], ['short story']);Gutenberg-US
THE_HAPPY_PRINCE_AND_OTHER_TALES;['Short Story', 'The Short Story', 'The Happy Prince and Other Tales', 'The Happy Prince', 'The Nightingale and the Rose'];Wilde;Oscar;Q797466;7;30120;1888;children's book;Gutenberg-US
THE_HAUNTED_HOUSE;['The Haunted House'];Dickens;Charles;Q6073289;1;ebooks@adelaide;1859;(['novel'], ['short story']);ebooks@adelaide
THE_HAUNTED_MAN_AND_THE_GHOST'S_BARGAIN;['The Haunted Man'];Dickens;Charles;Q3795070;4;644;1848;(['speculative/fantastic fiction novel'], []);Gutenberg-US
THE_HEART_OF_MIDLOTHIAN;['Heart of Midlothian', 'The Heart of Mid-Lothian', 'The Heart of Midlothian'];Scott;Walter;Q2091094;12;6944;1818;(['historical novel'], ['novel']);Gutenberg-US
THE_HEAVENLY_TWINS;['The Heavenly Twins'];Grand;Sarah;noWikiID;21;8676;1893;novel;Gutenberg-US
THE_HEIR_OF_REDCLYFFE;['The Heir of Redclyffe'];Yonge;Charlotte;Q7739314;6;2505;1853;(['romantic fiction'], ['novel']);Gutenberg-US
THE_HERO;['The Hero'];Maugham;William Somerset;noWikiID;1;27063;1901;nove;Gutenberg-US
THE_HEROINE;['The Heroine'];Barrett;Eaton Stannard;noWikiID;3;43065;1813;novel;Gutenberg-US
THE_HILL;['The Hill'];Vachell;Horace Annesley;noWikiID;1;23154;1905;children's book;Gutenberg-US
THE_HILL_OF_DREAMS;['The Hill of Dreams', 'The Hills of Dreams'];Machen;Arthur;Q1394147;2;13969;1907;(['autobiographical novel'], []);Gutenberg-US
THE_HISTORY_AND_REMARKABLE_LIFE_OF_THE_TRULY_HONOURABLE_COL;['The History and Remarkable Life of the Truly Honourable Col'];Defoe;Daniel;noWikiID;1;52603;1722;novel;Gutenberg-US
THE_HISTORY_OF_EMILY_MONTAGUE;['The History of Emily Montague', 'History of Emily Montague'];Mandeville;Julia;Q42191035;6;16300;1769;(['epistolary novel', 'sentimental novel'], ['novel']);Gutenberg-US
THE_HISTORY_OF_JACK_CONNOR;['The History of Jack Connor'];Chaigneau;William;noWikiID;6;ECCO;1752;;ECCO
THE_HISTORY_OF_LITTLE_GOODY_TWO-SHOES;['Goody Two-Shoes', 'The History of Little Goody Two-Shoes', 'Little Goody Two-Shoes', 'History of Little Goody Two-Shoes'];Newbery;John;Q12060236;16;37877;1765;children's book;Gutenberg-US
THE_HISTORY_OF_MISS_BETSY_THOUGHTLESS;['The History of Miss Betsy Thoughtless'];Haywood;Eliza;noWikiID;4;46346;1751;novel;Gutenberg-US
THE_HISTORY_OF_MR_POLLY;['The History of Mr. Polly', 'Mr. Polly', 'The History of Mr Polly'];Wells;H. G. ;Q2507552;3;7308;1910;(['comedy'], ['novel']);Gutenberg-US
THE_HISTORY_OF_RASSELAS,_PRINCE_OF_ABYSSINIA;['The History of Rasselas, Prince of Abyssinia', 'Rasselas'];Johnson;Samuel;Q3419875;37;652;1759;(['apologue'], ['novel', 'novella']);Gutenberg-US
THE_HISTORY_OF_SANDFORD_AND_MERTON;['Sandford and Merton', 'The History of Sandford and Merton'];Day;Thomas;Q7739806;4;30274;1783;children's book;Gutenberg-US
THE_HISTORY_OF_SIR_CHARLES_GRANDISON;['Charles Grandison', 'The History of Sir Charles Grandison'];Richardson;Samuel;Q3521260;2;ebooks@adelaide;1753;(['epistolary novel'], []);ebooks@adelaide
THE_HISTORY_OF_THE_COUNTESS_OF_DELLWYN;['The History of the Countess of Dellwyn'];Fielding;Sarah;Q19902681;4;pdf;1759;([], ['novel']);PDF
THE_HISTORY_OF_THE_FAIRCHILD_FAMILY;['The History of the Fairchild Family'];Sherwood;Mary Martha;Q7739822;3;29725;1810;children's book;Gutenberg-US
THE_HISTORY_OF_THE_NUN;['The History of the Nun: or, the Fair Vow-Breaker'];Behn;Aphra;Q7739821;1;pdf;1689;([], ['short story']);PDF
THE_HISTORY_OF_TOM_JONES,_A_FOUNDLING;['The History of Tom Jones, A Foundling', 'Tom Jones', 'The History of Tom Jones, a Foundling'];Fielding;Henry;Q248096;14;6593;1749;(['Bildungsroman', 'picaresque novel'], ['novel']);Gutenberg-US
THE_HORRORS_OF_OAKENDALE_ABBEY;['The Horrors of Oakendale Abbey'];Carlisle;Anthony;Q7740333;1;https://ota.bodleian.ox.ac.uk/repository/xmlui/handle/20.500.12024/N26780;1797;(['Gothic fiction'], ['novel']);https://ota.bodleian.ox.ac.uk/repository/xmlui/handle/20.500.12024/N26780
THE_HOUND_OF_THE_BASKERVILLES;['The Hound of the Baskervilles'];Doyle;Arthur Conan;Q45192;8;2852;1901;(['detective fiction', 'crime fiction', 'mystery fiction'], ['novel']);Gutenberg-US
THE_HOUSE_BY_THE_CHURCHYARD;['The House by the Churchyard', 'The House by the Churchyard by London'];Sheridan Le Fanu;Joseph;Q4165605;3;17769;1863;([], ['novel']);Gutenberg-US
THE_HOUSE_ON_THE_BORDERLAND;['The House on the Borderland', 'The House on the Border Land'];Hodgson;William Hope;Q740473;2;10002;1908;(['horror fiction', 'fantasy'], ['novel']);Gutenberg-US
THE_HOUSE_WITH_THE_GREEN_SHUTTERS;['The House with the Green Shutters'];Douglas;George;Q7740720;1;25876;1901;([], ['novel']);Gutenberg-US
THE_INHERITORS_(CONRAD_AND_FORD_NOVEL);['The Inheritors'];Conrad/Huefer;Joseph/Ford M.;Q7742035;2;14888;1901;([], ['novel']);Gutenberg-US
THE_INTERESTING_NARRATIVE_OF_THE_LIFE_OF_OLAUDAH_EQUIANO;['The Interesting Narrative of the Life of Olaudah Equiano', 'The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African', 'The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa'];Equiano;Olaudah;Q7742270;5;15399;1789;(['autobiography'], []);Gutenberg-US
THE_INTERPRETERS;['The Interpreters'];Whyte-Melville;George J. ;noWikiID;5;40660;1857;novel;Gutenberg-US
THE_INVISIBLE_MAN;['The Invisible Man'];Wells;H. G. ;Q1539509;6;5230;1897;(['science fiction'], ['novel']);Gutenberg-US
THE_ISLAND_OF_DOCTOR_MOREAU;['The Island of Dr. Moreau', 'Island of Dr. Moreau', 'The Island of Doctor Moreau', 'The Island of Dr Moreau'];Wells;H. G. ;Q718268;17;159;1896;(['science fiction'], ['novel']);Gutenberg-US
THE_ITALIAN_(RADCLIFFE_NOVEL);['The Italian'];Radcliffe;Ann;Q3204370;12;ebooks@adelaide;1797;(['sentimental novel', 'romantic fiction', 'thriller', 'Gothic fiction'], ['novel']);ebooks@adelaide
THE_JOLLY_CORNER;['The Jolly Corner'];James;Henry;Q15240001;1;1190;1908;([], ['short story']);Gutenberg-US
THE_JUNGLE_BOOK;['Jungle Books', 'The Jungle Book', 'The White Seal'];Kipling;Rudyard;Q189509;10;35997;1894;(['didactic literature', 'narration'], []);Gutenberg-US
THE_KELLYS_AND_THE_O'KELLYS;"[""The Kellys and the O'Kellys""]";Trollope;Anthony;Q7744082;1;4917;1848;([], ['novel']);Gutenberg-US
THE_KING_AND_QUEEN_OF_HEARTS;['The King and Queen of Hearts'];Collins;Wilkie;noWikiID;1;1917;1859;short stories;Gutenberg-US
THE_KING_OF_THE_GOLDEN_RIVER;['The King of the Golden River'];Ruskin;John;Q14476439;3;701;1842;(['fantasy'], ['novel', 'short story', 'novella']);Gutenberg-US
THE_KING_OF_THE_PIRATES;['The King of the Pirates'];Defoe;Daniel;noWikiID;2;37992;1719;narrative;Gutenberg-US
THE_KING'S_OWN;"[""The King's Own""]";Marryat;Frederick;noWikiID;4;21550;1830;;Gutenberg-US
THE_LANCASHIRE_WITCHES;['The Lancashire Witches'];Ainsworth;William Harrison;Q7745322;1;15493;1848;([], ['novel']);Gutenberg-US
THE_LAND_IRONCLADS;['The Land Ironclads'];Wells;H. G.;Q7745355;1;https://gutenberg.net.au/ebooks06/0604041h.html;1903;([], ['short story']);Gutenberg-AUS
THE_LANDLEAGUERS;['The Landleaguers'];Trollope;Anthony;noWikiID;3;30606;1883;novel;Gutenberg-US
THE_LAST_DAYS_OF_POMPEII;['The Last Days of Pompeii', 'Last Days of Pompeii'];Bulwer-Lytton;Edward;Q1218985;6;1565;1834;(['historical fiction', 'historical prose literature'], ['novel']);Gutenberg-US
THE_LAST_MAN;['The Last Man'];Shelley;Mary;noWikiID;16;18247;1826;novel;Gutenberg-US
THE_LAW_AND_THE_LADY_(NOVEL);['The Law and the Lady'];Collins;Wilkie;Q3480742;12;1622;1875;(['crime novel'], []);Gutenberg-US
THE_LIFE_AND_OPINIONS_OF_TRISTRAM_SHANDY_GENTLEMAN;['Tristram Shandy', 'The Life and Opinions of Tristram Shandy, Gentleman'];Sterne;Laurence;Q1164083;44;1079;1759;(['satirical fiction', 'picaresque novel', 'metafiction'], ['novel']);Gutenberg-US
THE_LIFE_OF_HARRIOT_STUART;['The Life of Harriot Stuart'];Lennox;Charlotte;noWikiID;1;ebooks@adelaide;1751;;ebooks@adelaide
THE_LIFE_OF_JOHN_BUNCLE;['The Life of John Buncle', 'The Life of John Buncle Esq'];Amory;Thomas;noWikiID;5;https://www.exclassics.com/buncle/buncle.txt;1756;novel;PDF
THE_LIFTED_VEIL_(NOVELLA);['The Lifted Veil'];Eliot;George;Q6763446;5;2165;1859;([], ['novella']);Gutenberg-US
THE_LIGHT_PRINCESS;['The Light Princess'];MacDonald;George;noWikiID;1;697;1864;children's book;Gutenberg-US
THE_LIGHTHOUSE;['The Lighthouse'];Ballantyne;R. M. ;noWikiID;2;15124;1865;children's book;Gutenberg-US
THE_LITTLE_LAME_PRINCE_AND_HIS_TRAVELLING_CLOAK;['The Little Lame Prince'];Craik;Dinah;Q7747642;1;496;1875;([], ['novel']);Gutenberg-US
THE_LITTLE_MINISTER;['The Little Minister'];Barrie;J. M. ;noWikiID;1;5093;1891;novel;Gutenberg-US
THE_LONGEST_JOURNEY;['The Longest Journey'];Forster;E.  M. ;Q15999894;1;2604;1907;novel;Gutenberg-US
THE_LOUGH_DERG_PILGRIM;['The Lough Derg Pilgrim'];Carleton;William;noWikiID;1;16013;1830;;Gutenberg-US
THE_LUCK_OF_BARRY_LYNDON;['The Luck of Barry Lyndon'];Thackeray;William Makepeace;Q2124771;1;4558;1844;(['autobiographical novel', 'picaresque novel'], []);Gutenberg-US
THE_MACDERMOTS_OF_BALLYCORAN;['The Macdermots of Ballycoran'];Trollope;Anthony;noWikiID;1;29000;1847;novel;Gutenberg-US
THE_MAN;['The Man'];Stoker;Bram;noWikiID;4;2520;1905;novel;Gutenberg-US
THE_MAN_OF_FEELING;['Man of Feeling', 'The Man of Feeling'];Mackenzie;Henry;Q7750109;32;5083;1771;([], ['novel']);Gutenberg-US
THE_MAN_WHO_COULD_WORK_MIRACLES_(SHORT_STORY);['The Man Who Could Work Miracles'];Wells;H. G. ;Q7749926;1;27365;1899;([], ['short story']);Gutenberg-US
THE_MAN_WHO_WAS_THURSDAY;['The Man Who Was Thursday'];Chesterton;G. K.;Q959816;1;1695;1908;(['thriller'], ['novel']);Gutenberg-US
THE_MAN_WHO_WOULD_BE_KING;"['The Man Who Would Be King', ""The Man Who Would Be King'""]";Kipling;Rudyard;Q1129936;2;8147;1888;(['adventure novel'], ['novella']);Gutenberg-US
THE_MANXMAN;['The Manxman'];Caine;Hall;noWikiID;1;25570;1894;novel;Gutenberg-US
THE_MARTIAN;['The Martian'];Maurier;George du;noWikiID;1;27400;1898;novel;Gutenberg-US
THE_MASTER_OF_BALLANTRAE;['The Master of Ballantrae'];Stevenson;Robert Louis;Q2615930;8;864;1889;(['historical fiction', 'adventure fiction'], ['novel']);Gutenberg-US
THE_MAYOR_OF_CASTERBRIDGE;['The Mayor of Casterbridge'];Hardy;Thomas;Q2343169;6;143;1886;([], ['novel']);Gutenberg-US
THE_MEMOIRS_OF_MISS_SIDNEY_BIDULPH;['Memoirs of Miss Sidney Bidulph', 'The Memoirs of Miss Sidney Bidulph'];Sheridan;Frances;Q124661412;9;43437;1761;novel;Gutenberg-US
THE_MERCENARY_LOVER;['The Mercenary Lover'];Eccott;W. J. ;noWikiID;1;40567;1913;novel;Gutenberg-US
THE_MILL_ON_THE_FLOSS;['The Mill on the Floss', 'Dorlecote Mill on the Floss'];Eliot;George;Q1215018;50;6688;1860;(['psychological novel'], ['novel']);Gutenberg-US
THE_MIRROR_OF_THE_SEA;['The Mirror of the Sea'];Conrad;Joseph;noWikiID;1;1058;1906;narrative;Gutenberg-US
THE_MISFORTUNES_OF_ELPHIN;['The Misfortunes of Elphin'];Peacock;Thomas Love;Q7751712;2;http://www.thomaslovepeacock.net/Elphin.html;1829;([], ['novel']);PDF
THE_MONASTERY;['The Monastery'];Scott;Walter;Q3224650;3;6406;1820;(['historical fiction'], ['novel']);Gutenberg-US
