title;wikiname;ALZ;BLU;DL;MGS;sum_reviews;binary;id
NA;DIE_WASSERNOT_IM_EMMENTAL;0;0;0;0;0;0;NA
NA;DIE_WEISE_VON_LIEBE_UND_TOD_DES_CORNETS_CHRISTOPH_RILKE;0;0;0;0;0;0;NA
NA;DIE_WIEDERTAEUFER;0;0;0;0;0;0;NA
NA;DIE_WISKOTTENS;0;0;0;0;0;0;NA
NA;DIE_ZAUBEREI_IM_HERBSTE;0;0;0;0;0;0;NA
NA;DIE_ZWEITE_FRAU;0;0;0;0;0;0;NA
NA;DIE_ZWOELF_APOSTEL;0;0;0;0;0;0;NA
NA;DIES_BUCH_GEHOERT_DEM_KOENIG;0;0;0;0;0;0;NA
NA;DON_JUAN_VON_KOLOMEA;0;0;0;0;0;0;NA
NA;DORFGAENGE;0;0;0;0;0;0;NA
NA;DRAUSSEN_IM_HEIDEDORF;0;0;0;0;0;0;NA
NA;DREI_FEDERN;0;0;0;0;0;0;NA
NA;DSCHINNISTAN;0;0;0;0;0;0;NA
NA;EDUARD_ALLWILLS_PAPIEREN;0;0;0;0;0;0;NA
NA;EEKENHOF;0;0;0;0;0;0;NA
effi briest;EFFI_BRIEST;0;1;1;0;2;1;20108
NA;EIGENSINN_UND_LAUNE;0;0;0;0;0;0;NA
NA;EIN_ABSCHIED;0;0;0;0;0;0;NA
NA;EIN_BEKENNTNIS;0;0;0;0;0;0;NA
ein brief;EIN_BRIEF_(HOFMANNSTHAL);0;0;1;0;1;1;20212
NA;EIN_DOPPELGAENGER;0;0;0;0;0;0;NA
NA;EIN_FEST_AUF_HADERSLEVHUUS;0;0;0;0;0;0;NA
NA;EIN_GRUENES_BLATT;0;0;0;0;0;0;NA
ein kampf um rom;EIN_KAMPF_UM_ROM;0;1;0;0;1;1;NA
ein kampf ums recht;EIN_KAMPF_UMS_RECHT;0;1;1;0;2;1;20119
NA;EIN_WORT;0;0;0;0;0;0;NA
eine ägyptische königstocher;EINE_AEGYPTISCHE_KOENIGSTOCHTER;0;1;0;0;1;1;20069
NA;EINE_AUSSCHWEIFUNG;0;0;0;0;0;0;NA
NA;EINE_GESCHICHTE_AUS_DEM_BREGENZERWALDE;0;0;0;0;0;0;NA
NA;EINE_MALERARBEIT;0;0;0;0;0;0;NA
NA;EINE_STUNDE_HINTER_MITTERNACHT;0;0;0;0;0;0;NA
ekkehard;EKKEHARD;0;1;0;0;1;1;20425
NA;ELEAGABAL_KUPERUS;0;0;0;0;0;0;NA
elisa oder das weib wie es seyn sollte;ELISA_ODER_DAS_WEIB_WIE_ES_SEYN_SOLLTE;2;0;0;0;2;1;20538
NA;ELLEN_VON_DER_WEIDEN;0;0;0;0;0;0;NA
ellernkipp;ELLERNKLIPP;0;1;1;0;2;1;20105
NA;ELSE_VON_DER_TANNE;0;0;0;0;0;0;NA
NA;ELSI,_DIE_SELTSAME_MAGD;0;0;0;0;0;0;NA
NA;ERINNERUNGEN_VON_LUDOLF_URSLEU;0;0;0;0;0;0;NA
NA;ESCH_ODER_DIE_ANARCHIE;0;0;0;0;0;0;NA
NA;EVREMONT;0;0;0;0;0;0;NA
fausts leben, thaten und hã¶llenfahrt;FAUSTS_LEBEN,_THATEN_UND_HOELLENFAHRT;1;0;0;0;1;1;20256
NA;FELICITAS;0;0;0;0;0;0;NA
NA;FLEGELJAHRE;0;0;0;0;0;0;NA
NA;FLORENTIN;0;0;0;0;0;0;NA
NA;FLORENTINISCHE_NAECHTE;0;0;0;0;0;0;NA
NA;FRAGMENT_EINES_ROMANS;0;0;0;0;0;0;NA
NA;FRANZ_STERNBALDS_WANDERUNGEN;0;0;0;0;0;0;NA
NA;FRAU_BEATE_UND_IHR_SOHN;0;0;0;0;0;0;NA
NA;FRAU_BERTHA_GARLAN;0;0;0;0;0;0;NA
frau jenny treibel;FRAU_JENNY_TREIBEL;0;1;0;0;1;1;20115
NA;FRAU_SORGE;0;0;0;0;0;0;NA
NA;FRAU_VON_SAVERNE;0;0;0;0;0;0;NA
freigeboren;FREIGEBOREN;0;0;1;0;1;1;20444
NA;FREIHEIT_DIE_ICH_MEINE;0;0;0;0;0;0;NA
freuden des jungen werthers;FREUDEN_DES_JUNGEN_WERTHERS;0;1;0;1;2;1;NA
NA;FRIDOLIN_UND_SEIN_GLUECK;0;0;0;0;0;0;NA
NA;FRUEHLING;0;0;0;0;0;0;NA
NA;GABRIELE;0;0;0;0;0;0;NA
NA;GEHEIME_GESCHICHTE_DES_PHILOSOPHEN_PEREGRINUS_PROTEUS;0;0;0;0;0;0;NA
NA;GELD_UND_GEIST;0;0;0;0;0;0;NA
NA;GESCHICHTE_DES_AGATHON;0;0;0;0;0;0;NA
NA;GESCHICHTE_DES_FRAEULEINS_VON_STERNHEIM;0;0;0;0;0;0;NA
NA;GESCHICHTE_EINES_DEUTSCHEN_DER_NEUSTEN_ZEIT;0;0;0;0;0;0;NA
NA;GESCHICHTE_EINES_WIENERKINDES;0;0;0;0;0;0;NA
NA;GESCHICHTE_VOM_BRAVEN_KASPERL_UND_DEM_SCHOENEN_ANNERL;0;0;0;0;0;0;NA
NA;GESCHICHTE_VOM_GALGENMAENNLEIN;0;0;0;0;0;0;NA
NA;GESCHICHTEN_AUS_DEN_TIROLER_BERGEN;0;0;0;0;0;0;NA
NA;GESCHWISTER_TANNER;0;0;0;0;0;0;NA
NA;GESPRAECHE_MIT_DAEMONEN;0;0;0;0;0;0;NA
NA;GIB_MICH_FREI;0;0;0;0;0;0;NA
gockel, hinkel und gackeleia;GOCKEL,_HINKEL_UND_GACKELEIA;0;0;1;1;2;1;20042
NA;GODWI;0;0;0;0;0;0;NA
NA;GOLDELSE_(MARLITT);0;0;0;0;0;0;NA
NA;GRANDISON_DER_ZWEYTE;0;0;0;0;0;0;NA
grete minde;GRETE_MINDE;0;0;1;0;1;1;20106
NA;GRILLPARZERS_LIEBESROMAN;0;0;0;0;0;0;NA
NA;GROENLAENDISCHE_PROZESSE;0;0;0;0;0;0;NA
NA;GROSZMUETHIGER_FELDHERR_ARMINIUS;0;0;0;0;0;0;NA
NA;GUTMANNS_REISEN;0;0;0;0;0;0;NA
NA;HALBTIER;0;0;0;0;0;0;NA
hammer und amboß;HAMMER_UND_AMBOSS;0;1;0;0;1;1;20443
NA;HANS_UND_HEINZ_KIRCH;0;0;0;0;0;0;NA
NA;HASTENBECK;0;0;0;0;0;0;NA
NA;HEIDI_(ROMAN);0;0;0;0;0;0;NA
NA;HEINRICH_JUNG_STILLINGS_JUGEND;0;0;0;0;0;0;NA
heinrich von ofterdingen;HEINRICH_VON_OFTERDINGEN;0;0;0;1;1;1;NA
NA;HEITERETEI;0;0;0;0;0;0;NA
NA;HERMANN_VON_UNNA;0;0;0;0;0;0;NA
NA;HERR_LORENZ_STARK;0;0;0;0;0;0;NA
NA;HERRMANN_UND_ULRIKE;0;0;0;0;0;0;NA
NA;HERRN_DAMES_AUFZEICHNUNGEN;0;0;0;0;0;0;NA
NA;HESPERUS_ODER_45_HUNDPOSTTAGE;0;0;0;0;0;0;NA
NA;HOEXTER_UND_CORVEY;0;0;0;0;0;0;NA
NA;HOLLAENDISCHE_LIEBHABEREIEN;0;0;0;0;0;0;NA
NA;HOLLINS_LIEBELEBEN;0;0;0;0;0;0;NA
NA;HOMO_SUM;0;0;0;0;0;0;NA
NA;HUMORISTISCHEN_SKIZZEN_AUS_DEM_DEUTSCHEN_HANDELSLEBEN;0;0;0;0;0;0;NA
hyperion;HYPERION_(HOELDERLIN);0;0;0;1;1;1;20215
NA;IM_ALTEN_EISEN;0;0;0;0;0;0;NA
NA;IM_HAUSE_DES_KOMMERZIENRATES;0;0;0;0;0;0;NA
NA;IM_NACHBARHAUSE_LINKS;0;0;0;0;0;0;NA
NA;IM_REICHE_DER_HOMUNKULIDEN;0;0;0;0;0;0;NA
NA;IM_SCHLARAFFENLAND;0;0;0;0;0;0;NA
NA;IM_SIESGESKRANZE;0;0;0;0;0;0;NA
NA;IMMENSEE;0;0;0;0;0;0;NA
NA;IN_ST._JUERGEN;0;0;0;0;0;0;NA
innocens;INNOCENS;0;1;0;0;1;1;20410
irrungen, wirrungen;IRRUNGEN_WIRRUNGEN;0;1;0;0;1;1;20104
NA;ISABELLA_VON_AEGYPTEN;0;0;0;0;0;0;NA
isegrimm;ISEGRIMM;0;1;0;0;1;1;20006
jakob der letzte;JAKOB_DER_LETZTE;0;1;0;0;1;1;20399
NA;JAKOB_VON_GUNTEN;0;0;0;0;0;0;NA
NA;JAKOBS_DES_HANDWERKSGESELLEN_WANDERUNGEN_DURCH_DIE_SCHWEIZ;0;0;0;0;0;0;NA
jenny;JENNY;0;1;0;0;1;1;20282
NA;JUDITH,_DIE_KLUSWIRTIN;0;0;0;0;0;0;NA
jürg jenatsch;JUERG_JENATSCH;0;1;0;0;1;1;20310
NA;JULCHEN_GRUENTHAL;0;0;0;0;0;0;NA
NA;JUNGFER_MUTTER;0;0;0;0;0;0;NA
NA;KINDER_DER_EIFEL;0;0;0;0;0;0;NA
NA;KINDER_DER_WELT;0;0;0;0;0;0;NA
NA;KLEIDER_MACHEN_LEUTE;0;0;0;0;0;0;NA
klein zaches genannt zinnober;KLEIN_ZACHES_GENANNT;0;0;0;1;1;1;20203
krambambuli;KRAMBAMBULI_(ERZAEHLUNG);0;0;1;0;1;1;20076
kreisleriana;KREISLERIANA;1;0;0;0;1;1;20204
NA;KRIMINAL-HUMORESKEN;0;0;0;0;0;0;NA
NA;KUSS_VON_SENTZE;0;0;0;0;0;0;NA
l'adultera;L'ADULTERA;0;1;0;0;1;1;20102
NA;L'ARRABIATA;0;0;0;0;0;0;NA
NA;LEBEN_DER_SCHWEDISCHEN_GRAEFIN_VON_G;0;0;0;0;0;0;NA
NA;LEBEN_DES_QUINTUS_FIXLEIN;0;0;0;0;0;0;NA
NA;LEBEN_DES_VERGNUEGTEN_SCHULMEISTERLEIN_MARIA_WUTZ_IN_AUENTHAL;0;0;0;0;0;0;NA
leben und taten des berã¼hmten ritters schnapphahnski;LEBEN_UND_TATEN_DES_BERUEHMTEN_RITTERS_SCHNAPPHAHNSKI;1;1;0;0;2;1;20515
NA;LEBENS-ANSICHTEN_DES_KATERS_MURR;1;0;0;1;2;1;NA
lebensgeschichte und natã¼rliche abentheuer des armen mannes in tockenburg;LEBENSGESCHICHTE_UND_NATUERLICHE_ABENTHEUER_DES_ARMEN_MANNES_IN_TOCKENBURG;1;0;0;0;1;1;20037
NA;LEDWINA;0;0;0;0;0;0;NA
NA;LEIB_WEIHNACHTSKUCHEN_UND_SEIN_KIND;0;0;0;0;0;0;NA
leiden und freuden eines schulmeisters;LEIDEN_UND_FREUDEN_EINES_SCHULMEISTERS;0;0;0;1;1;1;NA
NA;LENZ_(BUECHNER);0;0;0;0;0;0;NA
NA;LEUTNANT_GUSTL;0;0;0;0;0;0;NA
NA;LIBERTAS_UND_IHRE_FREIER;0;0;0;0;0;0;NA
lichtenstein;LICHTENSTEIN;2;1;1;2;6;1;20163
NA;LIEBESZAUBER;0;0;0;0;0;0;NA
NA;LIED_DER_PARZEN;0;0;0;0;0;0;NA
NA;LIENHARD_UND_GERTRUD;0;0;0;0;0;0;NA
NA;LOLA;0;0;0;0;0;0;NA
lotti, die uhrmacherin;LOTTI,_DIE_UHRMACHERIN;0;1;0;0;1;1;20077
lucinde;LUCINDE;0;1;0;0;1;1;20430
NA;LYDIA;0;0;0;0;0;0;NA
NA;MADONNA;0;0;0;0;0;0;NA
NA;MAERCHEN_DES_LEBENS;0;0;0;0;0;0;NA
maler nolten;MALER_NOLTEN;0;1;0;1;2;1;20320
NA;MARIA;0;0;0;0;0;0;NA
NA;MARION;0;0;0;0;0;0;NA
die marquise von o;MARQUISE_VON_O;1;0;0;0;1;1;20250
martin salander;MARTIN_SALANDER;0;1;1;0;2;1;20242
NA;MEIN_HERZ_(ROMAN);0;0;0;0;0;0;NA
NA;MEINE_KINDERJAHRE;0;0;0;0;0;0;NA
NA;MEISTER_AUTOR_ODER_DIE_GESCHICHTEN_VOM_VERSUNKENEN_GARTEN;0;0;0;0;0;0;NA
meister floh;MEISTER_FLOH;0;0;0;1;1;1;20201
NA;MEISTER_MARTIN_DER_KUEFNER_UND_SEINE_GESELLEN;0;0;0;0;0;0;NA
meister timpe;MEISTER_TIMPE;0;0;1;0;1;1;20258
michael kohlhaas;MICHAEL_KOHLHAAS;1;0;1;0;2;1;20254
moderne lebenswirren briefe und zeitabenteuer eines salzschreibers;MODERNE_LEBENSWIRREN;0;1;0;0;1;1;20335
NA;MORALISCHEN_ERZAEHLUNGEN;0;0;0;0;0;0;NA
NA;MOZART_AUF_DER_REISE_NACH_PRAG;0;0;0;0;0;0;NA
münchhausen;MUENCHHAUSEN;0;1;0;0;1;1;20221
NA;NACH_DEM_GROSSEN_KRIEGE;0;0;0;0;0;0;NA
NA;NACHTSTUECKE;0;0;0;0;0;0;NA
NA;NACHTWACHEN;0;0;0;0;0;0;NA
NA;NESTHAEKCHEN_(KINDERBUCHREIHE);0;0;0;0;0;0;NA
NA;NEUE_GESCHICHTEN_AUS_DEM_GHETTO;0;0;0;0;0;0;NA
NA;NEUE_IDYLLEN;0;0;0;0;0;0;NA
NA;NINON;0;0;0;0;0;0;NA
NA;NOVELLEN_AUS_OESTERREICH;0;0;0;0;0;0;NA
NA;OHNE_LIEBE;0;0;0;0;0;0;NA
NA;PANKRAZ_DER_SCHMOLLER;0;0;0;0;0;0;NA
papa hamlet;PAPA_HAMLET;0;0;1;0;1;1;20216
NA;PARALYSE;0;0;0;0;0;0;NA
NA;PETER_CAMENZIND;0;0;0;0;0;0;NA
peter schlemihls wundersame geschichte;PETER_SCHLEMIHLS_WUNDERSAME_GESCHICHTE;1;2;0;1;4;1;20053
pfisters mühle;PFISTERS_MUEHLE;0;0;1;0;1;1;20385
NA;PFLUG_UND_SCHRAUBSTOCK;0;0;0;0;0;0;NA
plautus im nonnenkloster;PLAUTUS_IM_NONNENKLOSTER;0;1;0;0;1;1;20306
NA;POLE_POPPENSPAELER;0;0;0;0;0;0;NA
polizeigeschichten;POLIZEIGESCHICHTEN;0;1;0;1;2;1;20066
NA;POLNISCHE_GHETTO-GESCHICHTEN;0;0;0;0;0;0;NA
prinzessin brambilla;PRINZESSIN_BRAMBILLA;1;0;0;0;1;1;20194
prinzessin fisch;PRINZESSIN_FISCH;0;0;1;0;1;1;NA
NA;PROFESSOR_UNRAT;0;0;0;0;0;0;NA
NA;PROKOPUS;0;0;0;0;0;0;NA
NA;PSYCHE;0;0;0;0;0;0;NA
NA;QUITT_(FONTANE);0;0;0;0;0;0;NA
NA;REICH_UND_ARM;0;0;0;0;0;0;NA
NA;REICHSGRAEFIN_GISELA;0;0;0;0;0;0;NA
NA;REISE_NACH_BRAUNSCHWEIG;0;0;0;0;0;0;NA
NA;REISENOVELLEN;0;0;0;0;0;0;NA
NA;REITERGESCHICHTE;0;0;0;0;0;0;NA
NA;RENATE;0;0;0;0;0;0;NA
NA;REQUIEM_DER_LIEBE;0;0;0;0;0;0;NA
NA;REVOLUTION_UND_CONTREREVOLUTION;0;0;0;0;0;0;NA
NA;RINALDO_RINALDINI;0;0;0;0;0;0;NA
rittmeister brand;RITTMEISTER_BRAND;0;1;0;0;1;1;20072
NA;ROBINSON_DER_JUENGERE;0;0;0;0;0;0;NA
NA;ROMAN_AUS_DER_DECADENCE;0;0;0;0;0;0;NA
NA;ROSSHALDE;0;0;0;0;0;0;NA
ruhe ist die erste bã¼rgerpflicht;RUHE_IST_DIE_ERSTE_BUERGERPFLICHT;0;1;0;0;1;1;20001
NA;RYNO;0;0;0;0;0;0;NA
NA;SALY'S_REVOLUTIONSTAGE;0;0;0;0;0;0;NA
NA;SANKT_THOMAS_(NOVELLE);0;0;0;0;0;0;NA
NA;SATIRISCHE_ERZAEHLUNGEN;0;0;0;0;0;0;NA
schach von wuthenow;SCHACH_VON_WUTHENOW;0;1;1;0;2;1;20107
NA;SCHACHTEL_MIT_DER_FRIEDENSPUPPE;0;0;0;0;0;0;NA
NA;SCHELMUFFSKY;0;0;0;0;0;0;NA
NA;SCHICKSALE_EINER_SEELE;0;0;0;0;0;0;NA
schloã avalon;SCHLOSS_AVALON;1;0;0;0;1;1;20004
schloã und fabrik;SCHLOSS_UND_FABRIK;0;1;0;1;2;1;20346
schwarzwaelder dorfgeschichten;SCHWARZWAELDER_DORFGESCHICHTEN;0;0;0;1;1;1;NA
schweigen;SCHWEIGEN;0;0;1;0;1;1;20477
NA;SELTSAMES_BEGEGNEN_UND_WIEDERSEHEN;0;0;0;0;0;0;NA
seraphine;SERAPHINE;0;1;0;0;1;1;20156
sibilla dalmar;SIBILLA_DALMAR;0;1;0;0;1;1;20064
NA;LA_SIBYLLE;0;0;0;0;0;0;NA
NA;SIEBEN_LEGENDEN;0;0;0;0;0;0;NA
NA;SIEBENKAES;0;0;0;0;0;0;NA
NA;SIEGWART;0;0;0;0;0;0;NA
soll und haben (roman);SOLL_UND_HABEN_(ROMAN);0;0;0;1;1;1;NA
NA;STERBEN;0;0;0;0;0;0;NA
stine;STINE_(FONTANE);0;1;1;0;2;1;20103
stopfkuchen;STOPFKUCHEN;0;1;0;0;1;1;20384
NA;STUFENJAHRE_EINES_GLUECKLICHEN;0;0;0;0;0;0;NA
sturmflut;STURMFLUT;0;1;0;0;1;1;20441
NA;TAGEBUCH_EINER_VERLORENEN;0;0;0;0;0;0;NA
tagebuch eines armen fraeuleins;TAGEBUCH_EINES_ARMEN_FRAEULEINS;0;0;0;1;1;1;NA
NA;TAMBI;0;0;0;0;0;0;NA
NA;TITAN_(JEAN_PAUL);0;0;0;0;0;0;NA
NA;TOD_IN_VENEDIG;0;0;0;0;0;0;NA
NA;TONIO_KROEGER;0;0;0;0;0;0;NA
totenmesse;TOTENMESSE;0;1;0;0;1;1;20360
NA;TRAGIK_DES_LEBENS;0;0;0;0;0;0;NA
NA;TUBUTSCH;0;0;0;0;0;0;NA
uli der knecht;ULI_DER_KNECHT;0;0;0;1;1;1;20146
uli der pã¤chter;ULI_DER_PAECHTER;0;0;0;1;1;1;20144
NA;UNDINE;0;0;0;0;0;0;NA
NA;UNRUHIGE_GAESTE;0;0;0;0;0;0;NA
NA;UNSUEHNBAR;0;1;0;0;1;1;NA
NA;UNTERHALTUNGEN_DEUTSCHER_AUSGEWANDERTEN;0;0;0;0;0;0;NA
NA;UNTERHALTUNGEN_MIT_EINER_HEILIGEN;0;0;0;0;0;0;NA
NA;UNTERM_BIRNBAUM;0;0;0;0;0;0;NA
NA;UNTERM_RAD;0;0;0;0;0;0;NA
NA;UNWAHRSCHEINLICHE_WAHRHAFTIGKEITEN;0;0;0;0;0;0;NA
unwiederbringlich;UNWIEDERBRINGLICH;0;1;0;0;1;1;20116
NA;USONG;0;0;0;0;0;0;NA
NA;VENUS_IM_PELZ;0;0;0;0;0;0;NA
NA;VEREINIGUNGEN;0;0;0;0;0;0;NA
NA;VERWORRENES_LEBEN;0;0;0;0;0;0;NA
viel lã¤rmen um nichts;VIEL_LAERMEN_UM_NICHTS;0;1;0;1;2;1;20090
NA;VIOLA_TRICOLOR_(STORM);0;0;0;0;0;0;NA
vittoria accorombona;VITTORIA_ACCOROMBONA;0;2;0;1;3;1;20497
NA;VON_PAUL_ZU_PEDRO;0;0;0;0;0;0;NA
vor dem sturm;VOR_DEM_STURM_(ROMAN);0;1;0;0;1;1;20113
NA;WALDEINSAMKEIT;0;0;0;0;0;0;NA
NA;WALDHEIMAT;0;0;0;0;0;0;NA
wally, die zweiflerin;WALLY,_DIE_ZWEIFLERIN;0;1;0;1;2;1;20157
was die isar rauscht;WAS_DIE_ISAR_RAUSCHT;0;1;0;0;1;1;20055
weiße sclaven oder die leiden des volkes;WEISSE_SCLAVEN_ODER_DIE_LEIDEN_DES_VOLKES;0;1;0;1;2;1;20537
wie frauen werden. werde, die du bist;WIE_FRAUEN_WERDEN._WERDE,_DIE_DU_BIST;0;1;0;0;1;1;20065
NA;WIE_FUENF_MAEDCHEN_IM_BRANNTWEIN_JAEMMERLICH_UMKOMMEN;0;0;0;0;0;0;NA
NA;WIE_WUNDERBAR;0;0;0;0;0;0;NA
NA;WIENER_BLUT;0;0;0;0;0;0;NA
wilhelm meisters lehrjahre;WILHELM_MEISTERS_LEHRJAHRE;1;1;0;0;2;1;20132
wilhelm meisters theatralische sendung;WILHELM_MEISTERS_THEATRALISCHE_SENDUNG;0;0;1;0;1;1;NA
wilhelm meisters wanderjahre;WILHELM_MEISTERS_WANDERJAHRE;1;1;0;1;3;1;20133
NA;WILLIAM_LOVELL;0;0;0;0;0;0;NA
NA;WOLDEMAR;0;0;0;0;0;0;NA
NA;ZERBIN_ODER_DIE_NEUERE_PHILOSOPHIE;0;0;0;0;0;0;NA
NA;ZUERICHER_NOVELLEN;0;0;0;0;0;0;NA
NA;ZUM_WILDEN_MANN;0;0;0;0;0;0;NA
NA;ZUM_ZEITVERTREIB;0;0;0;0;0;0;NA
zur chronik von grieshuus;ZUR_CHRONIK_VON_GRIESHUUS;0;1;1;0;2;1;20478
zur wald- und wasserfreude;ZUR_WALD-_UND_WASSERFREUDE;0;1;1;0;2;1;20479
NA;ZWEI_SCHWESTERN;0;0;0;0;0;0;NA
zwischen himmel und erde;ZWISCHEN_HIMMEL_UND_ERDE_(ERZAEHLUNG_1856);0;0;0;1;1;1;20286
